YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2017	5	NC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	546685
2017	5	NC	Electric Generators, Independent Power Producers	Other Biomass	40452
2017	5	NC	Electric Generators, Independent Power Producers	Wind	49061
2017	5	NC	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	39782
2017	5	NC	Electric Generators, Electric Utilities	Total	9530065
2017	5	NC	Electric Generators, Electric Utilities	Coal	2510613
2017	5	NC	Electric Generators, Electric Utilities	Pumped Storage	0
2017	5	NC	Electric Generators, Electric Utilities	Hydroelectric Conventional	541815
2017	5	NC	Electric Generators, Electric Utilities	Natural Gas	2567033
2017	5	NC	Electric Generators, Electric Utilities	Nuclear	3849631
2017	5	NC	Electric Generators, Electric Utilities	Other	0
2017	5	NC	Electric Generators, Electric Utilities	Petroleum	17715
2017	5	NC	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	43257
2017	5	ND	Total Electric Power Industry	Total	3077562
2017	5	ND	Total Electric Power Industry	Coal	1821005
2017	5	ND	Total Electric Power Industry	Hydroelectric Conventional	228580
2017	5	ND	Total Electric Power Industry	Natural Gas	51136
2017	5	ND	Total Electric Power Industry	Other Gases	783
2017	5	ND	Total Electric Power Industry	Other	3158
2017	5	ND	Total Electric Power Industry	Petroleum	3835
2017	5	ND	Total Electric Power Industry	Other Biomass	0
2017	5	ND	Total Electric Power Industry	Wind	969065
2017	5	ND	Combined Heat and Power, Industrial Power	Total	7848
2017	5	ND	Combined Heat and Power, Industrial Power	Coal	6756
2017	5	ND	Combined Heat and Power, Industrial Power	Natural Gas	309
2017	5	ND	Combined Heat and Power, Industrial Power	Other Gases	783
2017	5	ND	Combined Heat and Power, Industrial Power	Petroleum	0
2017	5	ND	Combined Heat and Power, Industrial Power	Other Biomass	0
2017	5	ND	Combined Heat and Power, Commercial Power	Total	0
2017	5	ND	Combined Heat and Power, Commercial Power	Petroleum	0
2017	5	ND	Electric Generators, Independent Power Producers	Total	567258
2017	5	ND	Electric Generators, Independent Power Producers	Wind	567258
2017	5	ND	Electric Generators, Electric Utilities	Total	2502456
2017	5	ND	Electric Generators, Electric Utilities	Coal	1814249
2017	5	ND	Electric Generators, Electric Utilities	Hydroelectric Conventional	228580
2017	5	ND	Electric Generators, Electric Utilities	Natural Gas	50827
2017	5	ND	Electric Generators, Electric Utilities	Other	3158
2017	5	ND	Electric Generators, Electric Utilities	Petroleum	3835
2017	5	ND	Electric Generators, Electric Utilities	Wind	401807
2017	5	NE	Total Electric Power Industry	Total	2536511
2017	5	NE	Total Electric Power Industry	Coal	1311044
2017	5	NE	Total Electric Power Industry	Hydroelectric Conventional	166303
2017	5	NE	Total Electric Power Industry	Natural Gas	47719
2017	5	NE	Total Electric Power Industry	Nuclear	548837
2017	5	NE	Total Electric Power Industry	Other	0
2017	5	NE	Total Electric Power Industry	Petroleum	752
2017	5	NE	Total Electric Power Industry	Solar Thermal and Photovoltaic	2345
2017	5	NE	Total Electric Power Industry	Other Biomass	8705
2017	5	NE	Total Electric Power Industry	Wind	450806
2017	5	NE	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	5	NE	Combined Heat and Power, Industrial Power	Total	29452
2017	5	NE	Combined Heat and Power, Industrial Power	Coal	29452
2017	5	NE	Combined Heat and Power, Industrial Power	Natural Gas	0
2017	5	NE	Combined Heat and Power, Industrial Power	Other	0
2017	5	NE	Combined Heat and Power, Industrial Power	Other Biomass	0
2017	5	NE	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	5	NE	Combined Heat and Power, Commercial Power	Total	2083
2017	5	NE	Combined Heat and Power, Commercial Power	Natural Gas	40
2017	5	NE	Combined Heat and Power, Commercial Power	Other Biomass	2043
2017	5	NE	Electric Generators, Independent Power Producers	Total	437510
2017	5	NE	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	2345
2017	5	NE	Electric Generators, Independent Power Producers	Wind	435165
2017	5	NE	Electric Generators, Electric Utilities	Total	2067466
2017	5	NE	Electric Generators, Electric Utilities	Coal	1281592
2017	5	NE	Electric Generators, Electric Utilities	Hydroelectric Conventional	166303
2017	5	NE	Electric Generators, Electric Utilities	Natural Gas	47679
2017	5	NE	Electric Generators, Electric Utilities	Nuclear	548837
2017	5	NE	Electric Generators, Electric Utilities	Petroleum	752
2017	5	NE	Electric Generators, Electric Utilities	Other Biomass	6663
2017	5	NE	Electric Generators, Electric Utilities	Wind	15641
2017	5	NH	Total Electric Power Industry	Total	1431748
2017	5	NH	Total Electric Power Industry	Coal	4363
2017	5	NH	Total Electric Power Industry	Hydroelectric Conventional	134261
2017	5	NH	Total Electric Power Industry	Natural Gas	232454
2017	5	NH	Total Electric Power Industry	Nuclear	874245
2017	5	NH	Total Electric Power Industry	Other	4432
2017	5	NH	Total Electric Power Industry	Petroleum	5406
2017	5	NH	Total Electric Power Industry	Other Biomass	11639
2017	5	NH	Total Electric Power Industry	Wind	35491
2017	5	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	129458
2017	5	NH	Combined Heat and Power, Industrial Power	Total	2909
2017	5	NH	Combined Heat and Power, Industrial Power	Natural Gas	2909
2017	5	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2017	5	NH	Combined Heat and Power, Commercial Power	Total	4608
2017	5	NH	Combined Heat and Power, Commercial Power	Natural Gas	528
2017	5	NH	Combined Heat and Power, Commercial Power	Petroleum	724
2017	5	NH	Combined Heat and Power, Commercial Power	Other Biomass	3356
2017	5	NH	Electric Generators, Independent Power Producers	Total	1345714
2017	5	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	105879
2017	5	NH	Electric Generators, Independent Power Producers	Natural Gas	212919
2017	5	NH	Electric Generators, Independent Power Producers	Nuclear	874245
2017	5	NH	Electric Generators, Independent Power Producers	Other	4432
2017	5	NH	Electric Generators, Independent Power Producers	Petroleum	61
2017	5	NH	Electric Generators, Independent Power Producers	Other Biomass	8231
2017	5	NH	Electric Generators, Independent Power Producers	Wind	35491
2017	5	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	104457
2017	5	NH	Electric Generators, Electric Utilities	Total	78517
2017	5	NH	Electric Generators, Electric Utilities	Coal	4363
2017	5	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	28382
2017	5	NH	Electric Generators, Electric Utilities	Natural Gas	16098
2017	5	NH	Electric Generators, Electric Utilities	Petroleum	4621
2017	5	NH	Electric Generators, Electric Utilities	Other Biomass	52
2017	5	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	25001
2017	5	NJ	Total Electric Power Industry	Total	5496020
2017	5	NJ	Total Electric Power Industry	Coal	81635
2017	5	NJ	Total Electric Power Industry	Pumped Storage	-11213
2017	5	NJ	Total Electric Power Industry	Hydroelectric Conventional	4263
2017	5	NJ	Total Electric Power Industry	Natural Gas	2913170
2017	5	NJ	Total Electric Power Industry	Nuclear	2247026
2017	5	NJ	Total Electric Power Industry	Other Gases	18359
2017	5	NJ	Total Electric Power Industry	Other	42417
2017	5	NJ	Total Electric Power Industry	Petroleum	4426
2017	5	NJ	Total Electric Power Industry	Solar Thermal and Photovoltaic	128958
2017	5	NJ	Total Electric Power Industry	Other Biomass	65343
2017	5	NJ	Total Electric Power Industry	Wind	1635
2017	5	NJ	Combined Heat and Power, Industrial Power	Total	51847
2017	5	NJ	Combined Heat and Power, Industrial Power	Natural Gas	23119
2017	5	NJ	Combined Heat and Power, Industrial Power	Other Gases	18359
2017	5	NJ	Combined Heat and Power, Industrial Power	Other	6036
2017	5	NJ	Combined Heat and Power, Industrial Power	Petroleum	3161
2017	5	NJ	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	1172
2017	5	NJ	Combined Heat and Power, Commercial Power	Total	58164
2017	5	NJ	Combined Heat and Power, Commercial Power	Natural Gas	11222
2017	5	NJ	Combined Heat and Power, Commercial Power	Other	12916
2017	5	NJ	Combined Heat and Power, Commercial Power	Petroleum	17
2017	5	NJ	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	18965
2017	5	NJ	Combined Heat and Power, Commercial Power	Other Biomass	15044
2017	5	NJ	Combined Heat and Power, Electric Power	Total	533060
2017	5	NJ	Combined Heat and Power, Electric Power	Coal	81826
2017	5	NJ	Combined Heat and Power, Electric Power	Natural Gas	445303
2017	5	NJ	Combined Heat and Power, Electric Power	Petroleum	652
2017	5	NJ	Combined Heat and Power, Electric Power	Other Biomass	5280
2017	5	NJ	Electric Generators, Independent Power Producers	Total	4833742
2017	5	NJ	Electric Generators, Independent Power Producers	Coal	-191
2017	5	NJ	Electric Generators, Independent Power Producers	Hydroelectric Conventional	4263
2017	5	NJ	Electric Generators, Independent Power Producers	Natural Gas	2413945
2017	5	NJ	Electric Generators, Independent Power Producers	Nuclear	2247026
2017	5	NJ	Electric Generators, Independent Power Producers	Other	23466
2017	5	NJ	Electric Generators, Independent Power Producers	Petroleum	574
2017	5	NJ	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	98005
2017	5	NJ	Electric Generators, Independent Power Producers	Other Biomass	45019
2017	5	NJ	Electric Generators, Independent Power Producers	Wind	1635
2017	5	NJ	Electric Generators, Electric Utilities	Total	19207
2017	5	NJ	Electric Generators, Electric Utilities	Coal	0
2017	5	NJ	Electric Generators, Electric Utilities	Pumped Storage	-11213
2017	5	NJ	Electric Generators, Electric Utilities	Natural Gas	19581
2017	5	NJ	Electric Generators, Electric Utilities	Other	0
2017	5	NJ	Electric Generators, Electric Utilities	Petroleum	22
2017	5	NJ	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	10816
2017	5	NM	Total Electric Power Industry	Total	2396589
2017	5	NM	Total Electric Power Industry	Coal	1070385
2017	5	NM	Total Electric Power Industry	Geothermal	1333
2017	5	NM	Total Electric Power Industry	Hydroelectric Conventional	28567
2017	5	NM	Total Electric Power Industry	Natural Gas	769561
2017	5	NM	Total Electric Power Industry	Other	32
2017	5	NM	Total Electric Power Industry	Petroleum	3257
2017	5	NM	Total Electric Power Industry	Solar Thermal and Photovoltaic	122961
2017	5	NM	Total Electric Power Industry	Other Biomass	1536
2017	5	NM	Total Electric Power Industry	Wind	398957
2017	5	NM	Combined Heat and Power, Industrial Power	Total	26
2017	5	NM	Combined Heat and Power, Industrial Power	Natural Gas	23
2017	5	NM	Combined Heat and Power, Industrial Power	Petroleum	3
2017	5	NM	Combined Heat and Power, Commercial Power	Total	9331
2017	5	NM	Combined Heat and Power, Commercial Power	Natural Gas	8999
2017	5	NM	Combined Heat and Power, Commercial Power	Wind	332
2017	5	NM	Combined Heat and Power, Electric Power	Total	2762
2017	5	NM	Combined Heat and Power, Electric Power	Natural Gas	1305
2017	5	NM	Combined Heat and Power, Electric Power	Other Biomass	1457
2017	5	NM	Electric Generators, Independent Power Producers	Total	785783
2017	5	NM	Electric Generators, Independent Power Producers	Geothermal	1333
2017	5	NM	Electric Generators, Independent Power Producers	Natural Gas	290008
2017	5	NM	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	95738
2017	5	NM	Electric Generators, Independent Power Producers	Other Biomass	80
2017	5	NM	Electric Generators, Independent Power Producers	Wind	398625
2017	5	NM	Electric Generators, Electric Utilities	Total	1598687
2017	5	NM	Electric Generators, Electric Utilities	Coal	1070385
2017	5	NM	Electric Generators, Electric Utilities	Hydroelectric Conventional	28567
2017	5	NM	Electric Generators, Electric Utilities	Natural Gas	469226
2017	5	NM	Electric Generators, Electric Utilities	Other	32
2017	5	NM	Electric Generators, Electric Utilities	Petroleum	3254
2017	5	NM	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	27224
2017	5	NV	Total Electric Power Industry	Total	2858467
2017	5	NV	Total Electric Power Industry	Coal	70184
2017	5	NV	Total Electric Power Industry	Geothermal	267266
2017	5	NV	Total Electric Power Industry	Hydroelectric Conventional	168565
2017	5	NV	Total Electric Power Industry	Natural Gas	1905249
2017	5	NV	Total Electric Power Industry	Other Gases	0
2017	5	NV	Total Electric Power Industry	Other	2474
2017	5	NV	Total Electric Power Industry	Petroleum	577
2017	5	NV	Total Electric Power Industry	Solar Thermal and Photovoltaic	402766
2017	5	NV	Total Electric Power Industry	Other Biomass	5026
2017	5	NV	Total Electric Power Industry	Wind	36361
2017	5	NV	Combined Heat and Power, Industrial Power	Total	22865
2017	5	NV	Combined Heat and Power, Industrial Power	Natural Gas	22591
2017	5	NV	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	274
2017	5	NV	Combined Heat and Power, Commercial Power	Total	11532
2017	5	NV	Combined Heat and Power, Commercial Power	Natural Gas	4086
2017	5	NV	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	7446
2017	5	NV	Combined Heat and Power, Electric Power	Total	193031
2017	5	NV	Combined Heat and Power, Electric Power	Natural Gas	193031
2017	5	NV	Combined Heat and Power, Electric Power	Other Gases	0
2017	5	NV	Combined Heat and Power, Electric Power	Petroleum	0
2017	5	NV	Electric Generators, Independent Power Producers	Total	776233
2017	5	NV	Electric Generators, Independent Power Producers	Coal	70661
2017	5	NV	Electric Generators, Independent Power Producers	Geothermal	267266
2017	5	NV	Electric Generators, Independent Power Producers	Hydroelectric Conventional	5729
2017	5	NV	Electric Generators, Independent Power Producers	Natural Gas	272
2017	5	NV	Electric Generators, Independent Power Producers	Petroleum	656
2017	5	NV	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	390263
2017	5	NV	Electric Generators, Independent Power Producers	Other Biomass	5026
2017	5	NV	Electric Generators, Independent Power Producers	Wind	36361
2017	5	NV	Electric Generators, Electric Utilities	Total	1854806
2017	5	NV	Electric Generators, Electric Utilities	Coal	-477
2017	5	NV	Electric Generators, Electric Utilities	Hydroelectric Conventional	162836
2017	5	NV	Electric Generators, Electric Utilities	Natural Gas	1685269
2017	5	NV	Electric Generators, Electric Utilities	Other	2474
2017	5	NV	Electric Generators, Electric Utilities	Petroleum	-79
2017	5	NV	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	4783
2017	5	NY	Total Electric Power Industry	Total	9969565
2017	5	NY	Total Electric Power Industry	Coal	80669
2017	5	NY	Total Electric Power Industry	Pumped Storage	-31359
2017	5	NY	Total Electric Power Industry	Hydroelectric Conventional	2525496
2017	5	NY	Total Electric Power Industry	Natural Gas	3477777
2017	5	NY	Total Electric Power Industry	Nuclear	3273529
2017	5	NY	Total Electric Power Industry	Other Gases	0
2017	5	NY	Total Electric Power Industry	Other	79274
2017	5	NY	Total Electric Power Industry	Petroleum	20136
2017	5	NY	Total Electric Power Industry	Solar Thermal and Photovoltaic	22600
2017	5	NY	Total Electric Power Industry	Other Biomass	139653
2017	5	NY	Total Electric Power Industry	Wind	330405
2017	5	NY	Total Electric Power Industry	Wood and Wood Derived Fuels	51386
2017	5	NY	Combined Heat and Power, Industrial Power	Total	77567
2017	5	NY	Combined Heat and Power, Industrial Power	Coal	24085
2017	5	NY	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	7089
2017	5	NY	Combined Heat and Power, Industrial Power	Natural Gas	29559
2017	5	NY	Combined Heat and Power, Industrial Power	Other Gases	0
2017	5	NY	Combined Heat and Power, Industrial Power	Petroleum	2617
2017	5	NY	Combined Heat and Power, Industrial Power	Wind	22
2017	5	NY	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	14194
2017	5	NY	Combined Heat and Power, Commercial Power	Total	92602
2017	5	NY	Combined Heat and Power, Commercial Power	Coal	0
2017	5	NY	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	736
2017	5	NY	Combined Heat and Power, Commercial Power	Natural Gas	48302
2017	5	NY	Combined Heat and Power, Commercial Power	Other	20550
2017	5	NY	Combined Heat and Power, Commercial Power	Petroleum	668
2017	5	NY	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	697
2017	5	NY	Combined Heat and Power, Commercial Power	Other Biomass	21649
2017	5	NY	Combined Heat and Power, Electric Power	Total	633522
2017	5	NY	Combined Heat and Power, Electric Power	Natural Gas	607511
2017	5	NY	Combined Heat and Power, Electric Power	Other	6945
2017	5	NY	Combined Heat and Power, Electric Power	Petroleum	1144
2017	5	NY	Combined Heat and Power, Electric Power	Other Biomass	7228
2017	5	NY	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	10695
2017	5	NY	Electric Generators, Independent Power Producers	Total	6447548
2017	5	NY	Electric Generators, Independent Power Producers	Coal	56583
2017	5	NY	Electric Generators, Independent Power Producers	Hydroelectric Conventional	406832
2017	5	NY	Electric Generators, Independent Power Producers	Natural Gas	2164874
2017	5	NY	Electric Generators, Independent Power Producers	Nuclear	3273529
2017	5	NY	Electric Generators, Independent Power Producers	Other	51780
2017	5	NY	Electric Generators, Independent Power Producers	Petroleum	4392
2017	5	NY	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	21903
2017	5	NY	Electric Generators, Independent Power Producers	Other Biomass	110776
2017	5	NY	Electric Generators, Independent Power Producers	Wind	330383
2017	5	NY	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	26497
2017	5	NY	Electric Generators, Electric Utilities	Total	2718326
2017	5	NY	Electric Generators, Electric Utilities	Coal	0
2017	5	NY	Electric Generators, Electric Utilities	Pumped Storage	-31359
2017	5	NY	Electric Generators, Electric Utilities	Hydroelectric Conventional	2110838
2017	5	NY	Electric Generators, Electric Utilities	Natural Gas	627531
2017	5	NY	Electric Generators, Electric Utilities	Petroleum	11317
2017	5	OH	Total Electric Power Industry	Total	9132230
2017	5	OH	Total Electric Power Industry	Coal	5259295
2017	5	OH	Total Electric Power Industry	Hydroelectric Conventional	52556
2017	5	OH	Total Electric Power Industry	Natural Gas	1994730
2017	5	OH	Total Electric Power Industry	Nuclear	1527091
2017	5	OH	Total Electric Power Industry	Other Gases	65968
2017	5	OH	Total Electric Power Industry	Other	152
2017	5	OH	Total Electric Power Industry	Petroleum	24387
2017	5	OH	Total Electric Power Industry	Solar Thermal and Photovoltaic	14470
2017	5	OH	Total Electric Power Industry	Other Biomass	38514
2017	5	OH	Total Electric Power Industry	Wind	137970
2017	5	OH	Total Electric Power Industry	Wood and Wood Derived Fuels	17099
2017	5	OH	Combined Heat and Power, Industrial Power	Total	52511
2017	5	OH	Combined Heat and Power, Industrial Power	Coal	1064
2017	5	OH	Combined Heat and Power, Industrial Power	Natural Gas	12178
2017	5	OH	Combined Heat and Power, Industrial Power	Other Gases	18271
2017	5	OH	Combined Heat and Power, Industrial Power	Other	981
2017	5	OH	Combined Heat and Power, Industrial Power	Petroleum	250
2017	5	OH	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	188
2017	5	OH	Combined Heat and Power, Industrial Power	Other Biomass	944
2017	5	OH	Combined Heat and Power, Industrial Power	Wind	4209
2017	5	OH	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	14425
2017	5	OH	Combined Heat and Power, Commercial Power	Total	16951
2017	5	OH	Combined Heat and Power, Commercial Power	Coal	0
2017	5	OH	Combined Heat and Power, Commercial Power	Natural Gas	15571
2017	5	OH	Combined Heat and Power, Commercial Power	Petroleum	8
2017	5	OH	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	354
2017	5	OH	Combined Heat and Power, Commercial Power	Other Biomass	686
2017	5	OH	Combined Heat and Power, Commercial Power	Wind	333
2017	5	OH	Combined Heat and Power, Electric Power	Total	66644
2017	5	OH	Combined Heat and Power, Electric Power	Coal	0
2017	5	OH	Combined Heat and Power, Electric Power	Natural Gas	16273
2017	5	OH	Combined Heat and Power, Electric Power	Other Gases	47697
2017	5	OH	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	2674
2017	5	OH	Electric Generators, Independent Power Producers	Total	7156893
2017	5	OH	Electric Generators, Independent Power Producers	Coal	3903340
2017	5	OH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	18946
2017	5	OH	Electric Generators, Independent Power Producers	Natural Gas	1506345
2017	5	OH	Electric Generators, Independent Power Producers	Nuclear	1527091
2017	5	OH	Electric Generators, Independent Power Producers	Other	-596
2017	5	OH	Electric Generators, Independent Power Producers	Petroleum	19818
2017	5	OH	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	12685
2017	5	OH	Electric Generators, Independent Power Producers	Other Biomass	36550
2017	5	OH	Electric Generators, Independent Power Producers	Wind	132713
2017	5	OH	Electric Generators, Electric Utilities	Total	1839232
2017	5	OH	Electric Generators, Electric Utilities	Coal	1354891
2017	5	OH	Electric Generators, Electric Utilities	Hydroelectric Conventional	33610
2017	5	OH	Electric Generators, Electric Utilities	Natural Gas	444363
2017	5	OH	Electric Generators, Electric Utilities	Other	-233
2017	5	OH	Electric Generators, Electric Utilities	Petroleum	4310
2017	5	OH	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	1243
2017	5	OH	Electric Generators, Electric Utilities	Other Biomass	334
2017	5	OH	Electric Generators, Electric Utilities	Wind	715
2017	5	OK	Total Electric Power Industry	Total	5786011
2017	5	OK	Total Electric Power Industry	Coal	970422
2017	5	OK	Total Electric Power Industry	Pumped Storage	-11896
2017	5	OK	Total Electric Power Industry	Hydroelectric Conventional	285820
2017	5	OK	Total Electric Power Industry	Natural Gas	2482067
2017	5	OK	Total Electric Power Industry	Other	5227
2017	5	OK	Total Electric Power Industry	Petroleum	225
2017	5	OK	Total Electric Power Industry	Solar Thermal and Photovoltaic	5064
2017	5	OK	Total Electric Power Industry	Other Biomass	2385
2017	5	OK	Total Electric Power Industry	Wind	2046697
2017	5	OK	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	5	OK	Combined Heat and Power, Industrial Power	Total	36737
2017	5	OK	Combined Heat and Power, Industrial Power	Coal	24734
2017	5	OK	Combined Heat and Power, Industrial Power	Natural Gas	9615
2017	5	OK	Combined Heat and Power, Industrial Power	Other	1109
2017	5	OK	Combined Heat and Power, Industrial Power	Petroleum	124
2017	5	OK	Combined Heat and Power, Industrial Power	Other Biomass	1154
2017	5	OK	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	5	OK	Combined Heat and Power, Commercial Power	Total	0
2017	5	OK	Combined Heat and Power, Commercial Power	Natural Gas	0
2017	5	OK	Combined Heat and Power, Commercial Power	Petroleum	0
2017	5	OK	Combined Heat and Power, Electric Power	Total	143248
2017	5	OK	Combined Heat and Power, Electric Power	Coal	126957
2017	5	OK	Combined Heat and Power, Electric Power	Natural Gas	12173
2017	5	OK	Combined Heat and Power, Electric Power	Other	4118
2017	5	OK	Electric Generators, Independent Power Producers	Total	2819107
2017	5	OK	Electric Generators, Independent Power Producers	Natural Gas	886058
2017	5	OK	Electric Generators, Independent Power Producers	Other Biomass	1231
2017	5	OK	Electric Generators, Independent Power Producers	Wind	1931818
2017	5	OK	Electric Generators, Electric Utilities	Total	2786920
2017	5	OK	Electric Generators, Electric Utilities	Coal	818731
2017	5	OK	Electric Generators, Electric Utilities	Pumped Storage	-11896
2017	5	OK	Electric Generators, Electric Utilities	Hydroelectric Conventional	285820
2017	5	OK	Electric Generators, Electric Utilities	Natural Gas	1574221
2017	5	OK	Electric Generators, Electric Utilities	Petroleum	101
2017	5	OK	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	5064
2017	5	OK	Electric Generators, Electric Utilities	Wind	114880
2017	5	OR	Total Electric Power Industry	Total	4913686
2017	5	OR	Total Electric Power Industry	Coal	0
2017	5	OR	Total Electric Power Industry	Geothermal	15132
2017	5	OR	Total Electric Power Industry	Hydroelectric Conventional	3962273
2017	5	OR	Total Electric Power Industry	Natural Gas	253500
2017	5	OR	Total Electric Power Industry	Other	3393
2017	5	OR	Total Electric Power Industry	Petroleum	0
2017	5	OR	Total Electric Power Industry	Solar Thermal and Photovoltaic	24118
2017	5	OR	Total Electric Power Industry	Other Biomass	29222
2017	5	OR	Total Electric Power Industry	Wind	576899
2017	5	OR	Total Electric Power Industry	Wood and Wood Derived Fuels	49150
2017	5	OR	Combined Heat and Power, Industrial Power	Total	39603
2017	5	OR	Combined Heat and Power, Industrial Power	Natural Gas	3912
2017	5	OR	Combined Heat and Power, Industrial Power	Petroleum	0
2017	5	OR	Combined Heat and Power, Industrial Power	Other Biomass	1290
2017	5	OR	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	34401
2017	5	OR	Combined Heat and Power, Commercial Power	Total	6819
2017	5	OR	Combined Heat and Power, Commercial Power	Natural Gas	3874
2017	5	OR	Combined Heat and Power, Commercial Power	Petroleum	0
2017	5	OR	Combined Heat and Power, Commercial Power	Other Biomass	2945
2017	5	OR	Combined Heat and Power, Electric Power	Total	46940
2017	5	OR	Combined Heat and Power, Electric Power	Natural Gas	45240
2017	5	OR	Combined Heat and Power, Electric Power	Other Biomass	1700
2017	5	OR	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2017	5	OR	Electric Generators, Independent Power Producers	Total	590791
2017	5	OR	Electric Generators, Independent Power Producers	Geothermal	14818
2017	5	OR	Electric Generators, Independent Power Producers	Hydroelectric Conventional	31529
2017	5	OR	Electric Generators, Independent Power Producers	Natural Gas	2930
2017	5	OR	Electric Generators, Independent Power Producers	Other	3439
2017	5	OR	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	23364
2017	5	OR	Electric Generators, Independent Power Producers	Other Biomass	18091
2017	5	OR	Electric Generators, Independent Power Producers	Wind	481869
2017	5	OR	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	14749
2017	5	OR	Electric Generators, Electric Utilities	Total	4229534
2017	5	OR	Electric Generators, Electric Utilities	Coal	0
2017	5	OR	Electric Generators, Electric Utilities	Geothermal	314
2017	5	OR	Electric Generators, Electric Utilities	Hydroelectric Conventional	3930743
2017	5	OR	Electric Generators, Electric Utilities	Natural Gas	197543
2017	5	OR	Electric Generators, Electric Utilities	Other	-46
2017	5	OR	Electric Generators, Electric Utilities	Petroleum	0
2017	5	OR	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	754
2017	5	OR	Electric Generators, Electric Utilities	Other Biomass	5196
2017	5	OR	Electric Generators, Electric Utilities	Wind	95029
2017	5	PA	Total Electric Power Industry	Total	14868567
2017	5	PA	Total Electric Power Industry	Coal	4041031
2017	5	PA	Total Electric Power Industry	Pumped Storage	-42798
2017	5	PA	Total Electric Power Industry	Hydroelectric Conventional	291311
2017	5	PA	Total Electric Power Industry	Natural Gas	3777711
2017	5	PA	Total Electric Power Industry	Nuclear	6155525
2017	5	PA	Total Electric Power Industry	Other Gases	44196
2017	5	PA	Total Electric Power Industry	Other	69480
2017	5	PA	Total Electric Power Industry	Petroleum	24252
2017	5	PA	Total Electric Power Industry	Solar Thermal and Photovoltaic	10437
2017	5	PA	Total Electric Power Industry	Other Biomass	158986
2017	5	PA	Total Electric Power Industry	Wind	291721
2017	5	PA	Total Electric Power Industry	Wood and Wood Derived Fuels	46713
2017	5	PA	Combined Heat and Power, Industrial Power	Total	212720
2017	5	PA	Combined Heat and Power, Industrial Power	Coal	21246
2017	5	PA	Combined Heat and Power, Industrial Power	Natural Gas	86742
2017	5	PA	Combined Heat and Power, Industrial Power	Other Gases	44196
2017	5	PA	Combined Heat and Power, Industrial Power	Petroleum	7115
2017	5	PA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	1137
2017	5	PA	Combined Heat and Power, Industrial Power	Other Biomass	5571
2017	5	PA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	46713
2017	5	PA	Combined Heat and Power, Commercial Power	Total	32493
2017	5	PA	Combined Heat and Power, Commercial Power	Coal	0
2017	5	PA	Combined Heat and Power, Commercial Power	Natural Gas	9155
2017	5	PA	Combined Heat and Power, Commercial Power	Other	8953
