U.S. Department of Energy, The Energy Information Administration (EIA)					
Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through December 2019					
Sources: EIA-923 Report					
					
YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	CONSUMPTION
2019	6	AR	Electric Generators, Independent Power Producers	Coal (Short Tons)	225,769
2019	6	AR	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	6	AR	Electric Generators, Electric Utilities	Coal (Short Tons)	1,033,600
2019	6	AR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	14,137,652
2019	6	AR	Electric Generators, Electric Utilities	Petroleum (Barrels)	4,794
2019	6	AZ	Total Electric Power Industry	Coal (Short Tons)	1,082,306
2019	6	AZ	Total Electric Power Industry	Natural Gas (Mcf)	33,080,569
2019	6	AZ	Total Electric Power Industry	Petroleum (Barrels)	11,479
2019	6	AZ	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	48,923
2019	6	AZ	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	4
2019	6	AZ	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	41,046
2019	6	AZ	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	AZ	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,895,036
2019	6	AZ	Electric Generators, Electric Utilities	Coal (Short Tons)	1,082,306
2019	6	AZ	Electric Generators, Electric Utilities	Natural Gas (Mcf)	25,095,564
2019	6	AZ	Electric Generators, Electric Utilities	Petroleum (Barrels)	11,475
2019	6	CA	Total Electric Power Industry	Coal (Short Tons)	4,762
2019	6	CA	Total Electric Power Industry	Geothermal (Billion Btu)	8,989
2019	6	CA	Total Electric Power Industry	Natural Gas (Mcf)	36,959,491
2019	6	CA	Total Electric Power Industry	Other Gases (Billion Btu)	705
2019	6	CA	Total Electric Power Industry	Petroleum (Barrels)	6,514
2019	6	CA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	4,762
2019	6	CA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	5,427,012
2019	6	CA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	705
2019	6	CA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	225
2019	6	CA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	819,975
2019	6	CA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	68
2019	6	CA	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	6	CA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	5,589,581
2019	6	CA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	CA	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	8,424
2019	6	CA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	13,512,966
2019	6	CA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	960
2019	6	CA	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	565
2019	6	CA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	11,609,957
2019	6	CA	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	0
2019	6	CA	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,260
2019	6	CO	Total Electric Power Industry	Coal (Short Tons)	1,046,555
2019	6	CO	Total Electric Power Industry	Natural Gas (Mcf)	9,884,179
2019	6	CO	Total Electric Power Industry	Petroleum (Barrels)	1,620
2019	6	CO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	CO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	27,443
2019	6	CO	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	3
2019	6	CO	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	286
2019	6	CO	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	6	CO	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	6	CO	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	75,412
2019	6	CO	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	CO	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,034,614
2019	6	CO	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	6	CO	Electric Generators, Electric Utilities	Coal (Short Tons)	1,046,555
2019	6	CO	Electric Generators, Electric Utilities	Natural Gas (Mcf)	8,746,424
2019	6	CO	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,617
2019	6	CT	Total Electric Power Industry	Coal (Short Tons)	0
2019	6	CT	Total Electric Power Industry	Natural Gas (Mcf)	11,969,320
2019	6	CT	Total Electric Power Industry	Petroleum (Barrels)	12,138
2019	6	CT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	315,086
2019	6	CT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	CT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	173,176
2019	6	CT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	21
2019	6	CT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	50,971
2019	6	CT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	CT	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	6	CT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	11,404,372
2019	6	CT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	11,352
2019	6	CT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	25,715
2019	6	CT	Electric Generators, Electric Utilities	Petroleum (Barrels)	765
2019	6	DC	Total Electric Power Industry	Natural Gas (Mcf)	73,380
2019	6	DC	Total Electric Power Industry	Petroleum (Barrels)	0
2019	6	DC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	73,380
2019	6	DC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	6	DE	Total Electric Power Industry	Coal (Short Tons)	1,757
2019	6	DE	Total Electric Power Industry	Natural Gas (Mcf)	2,997,422
2019	6	DE	Total Electric Power Industry	Other Gases (Billion Btu)	69
2019	6	DE	Total Electric Power Industry	Petroleum (Barrels)	5,469
2019	6	DE	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	515,064
2019	6	DE	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	69
2019	6	DE	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	DE	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	6	DE	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	84,385
2019	6	DE	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	DE	Electric Generators, Independent Power Producers	Coal (Short Tons)	1,757
2019	6	DE	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	2,362,527
2019	6	DE	Electric Generators, Independent Power Producers	Petroleum (Barrels)	5,469
2019	6	DE	Electric Generators, Electric Utilities	Natural Gas (Mcf)	35,446
2019	6	DE	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2019	6	FL	Total Electric Power Industry	Coal (Short Tons)	969,756
2019	6	FL	Total Electric Power Industry	Natural Gas (Mcf)	127,252,526
2019	6	FL	Total Electric Power Industry	Other Gases (Billion Btu)	0
2019	6	FL	Total Electric Power Industry	Petroleum (Barrels)	286,326
2019	6	FL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	810
2019	6	FL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	699,745
2019	6	FL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	0
2019	6	FL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	985
2019	6	FL	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	6,825
2019	6	FL	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	6	FL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,159,504
2019	6	FL	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	FL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,299,618
2019	6	FL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	365
2019	6	FL	Electric Generators, Electric Utilities	Coal (Short Tons)	968,946
2019	6	FL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	120,086,834
2019	6	FL	Electric Generators, Electric Utilities	Petroleum (Barrels)	284,976
2019	6	GA	Total Electric Power Industry	Coal (Short Tons)	1,411,977
2019	6	GA	Total Electric Power Industry	Natural Gas (Mcf)	37,454,880
2019	6	GA	Total Electric Power Industry	Petroleum (Barrels)	29,620
2019	6	GA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	2,332
2019	6	GA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	292,716
2019	6	GA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	17,881
2019	6	GA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	495
2019	6	GA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	788
2019	6	GA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	122,627
2019	6	GA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	GA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	9,330,636
2019	6	GA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	940
2019	6	GA	Electric Generators, Electric Utilities	Coal (Short Tons)	1,409,645
2019	6	GA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	27,708,406
2019	6	GA	Electric Generators, Electric Utilities	Petroleum (Barrels)	10,011
2019	6	HI	Total Electric Power Industry	Coal (Short Tons)	49,346
2019	6	HI	Total Electric Power Industry	Geothermal (Billion Btu)	95
2019	6	HI	Total Electric Power Industry	Other Gases (Billion Btu)	2
2019	6	HI	Total Electric Power Industry	Petroleum (Barrels)	1,009,173
2019	6	HI	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	2
2019	6	HI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	18,083
2019	6	HI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1,658
2019	6	HI	Combined Heat and Power, Electric Power	Coal (Short Tons)	49,346
2019	6	HI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	160,287
2019	6	HI	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	95
2019	6	HI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	62,058
2019	6	HI	Electric Generators, Electric Utilities	Petroleum (Barrels)	767,087
2019	6	IA	Total Electric Power Industry	Coal (Short Tons)	1,234,701
2019	6	IA	Total Electric Power Industry	Natural Gas (Mcf)	4,505,605
2019	6	IA	Total Electric Power Industry	Petroleum (Barrels)	17,462
2019	6	IA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	43,430
2019	6	IA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	169,248
2019	6	IA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	3,320
2019	6	IA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	1,304
2019	6	IA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	58,095
2019	6	IA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	14
2019	6	IA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	6,405
2019	6	IA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	0
2019	6	IA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	702
2019	6	IA	Electric Generators, Electric Utilities	Coal (Short Tons)	1,189,967
2019	6	IA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,271,857
2019	6	IA	Electric Generators, Electric Utilities	Petroleum (Barrels)	13,426
2019	6	ID	Total Electric Power Industry	Coal (Short Tons)	291
2019	6	ID	Total Electric Power Industry	Geothermal (Billion Btu)	56
2019	6	ID	Total Electric Power Industry	Natural Gas (Mcf)	2,384,740
2019	6	ID	Total Electric Power Industry	Petroleum (Barrels)	36
2019	6	ID	Combined Heat and Power, Industrial Power	Coal (Short Tons)	291
2019	6	ID	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	46,597
2019	6	ID	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	ID	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	13,005
2019	6	ID	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	36
2019	6	ID	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	56
2019	6	ID	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,001,654
2019	6	ID	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,323,484
2019	6	ID	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2019	6	IL	Total Electric Power Industry	Coal (Short Tons)	2,210,499
2019	6	IL	Total Electric Power Industry	Natural Gas (Mcf)	13,492,237
2019	6	IL	Total Electric Power Industry	Other Gases (Billion Btu)	157
2019	6	IL	Total Electric Power Industry	Petroleum (Barrels)	7,462
2019	6	IL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	38,573
2019	6	IL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	360,340
2019	6	IL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	157
2019	6	IL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	IL	Combined Heat and Power, Commercial Power	Coal (Short Tons)	717
2019	6	IL	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	167,349
2019	6	IL	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	28
2019	6	IL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	398,341
2019	6	IL	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	0
2019	6	IL	Electric Generators, Independent Power Producers	Coal (Short Tons)	2,028,778
2019	6	IL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	11,513,883
2019	6	IL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	6,459
2019	6	IL	Electric Generators, Electric Utilities	Coal (Short Tons)	142,431
2019	6	IL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,052,324
2019	6	IL	Electric Generators, Electric Utilities	Petroleum (Barrels)	975
2019	6	IN	Total Electric Power Industry	Coal (Short Tons)	2,188,423
2019	6	IN	Total Electric Power Industry	Natural Gas (Mcf)	19,185,191
2019	6	IN	Total Electric Power Industry	Other Gases (Billion Btu)	913
2019	6	IN	Total Electric Power Industry	Petroleum (Barrels)	35,757
2019	6	IN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	IN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	1,210,526
2019	6	IN	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	913
2019	6	IN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	351
2019	6	IN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	130
2019	6	IN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	53,188
2019	6	IN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	54
2019	6	IN	Combined Heat and Power, Electric Power	Coal (Short Tons)	115,807
2019	6	IN	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	829,680
2019	6	IN	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	IN	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	6	IN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,641,667
2019	6	IN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	6	IN	Electric Generators, Electric Utilities	Coal (Short Tons)	2,072,486
2019	6	IN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	9,450,130
2019	6	IN	Electric Generators, Electric Utilities	Petroleum (Barrels)	35,352
2019	6	KS	Total Electric Power Industry	Coal (Short Tons)	975,185
2019	6	KS	Total Electric Power Industry	Natural Gas (Mcf)	3,206,619
2019	6	KS	Total Electric Power Industry	Petroleum (Barrels)	9,799
2019	6	KS	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	24,415
2019	6	KS	Electric Generators, Electric Utilities	Coal (Short Tons)	975,185
2019	6	KS	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,182,204
2019	6	KS	Electric Generators, Electric Utilities	Petroleum (Barrels)	9,799
2019	6	KY	Total Electric Power Industry	Coal (Short Tons)	2,291,088
2019	6	KY	Total Electric Power Industry	Natural Gas (Mcf)	8,263,954
2019	6	KY	Total Electric Power Industry	Petroleum (Barrels)	11,166
2019	6	KY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	76,804
2019	6	KY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	210,081
2019	6	KY	Electric Generators, Electric Utilities	Coal (Short Tons)	2,291,088
2019	6	KY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	7,977,069
2019	6	KY	Electric Generators, Electric Utilities	Petroleum (Barrels)	11,166
2019	6	LA	Total Electric Power Industry	Coal (Short Tons)	504,922
2019	6	LA	Total Electric Power Industry	Natural Gas (Mcf)	50,312,815
2019	6	LA	Total Electric Power Industry	Other Gases (Billion Btu)	840
2019	6	LA	Total Electric Power Industry	Petroleum (Barrels)	529,503
2019	6	LA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	LA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	12,749,717
2019	6	LA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	840
2019	6	LA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	LA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	32,737
2019	6	LA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,724,677
2019	6	LA	Electric Generators, Independent Power Producers	Coal (Short Tons)	15,582
2019	6	LA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	2,303,732
2019	6	LA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	6	LA	Electric Generators, Electric Utilities	Coal (Short Tons)	489,340
2019	6	LA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	33,501,952
2019	6	LA	Electric Generators, Electric Utilities	Petroleum (Barrels)	529,503
2019	6	MA	Total Electric Power Industry	Coal (Short Tons)	0
2019	6	MA	Total Electric Power Industry	Natural Gas (Mcf)	8,225,286
2019	6	MA	Total Electric Power Industry	Petroleum (Barrels)	6,097
2019	6	MA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	MA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	93,553
2019	6	MA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	MA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	240,615
2019	6	MA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	395
2019	6	MA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	966,517
2019	6	MA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	1
2019	6	MA	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	6	MA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,821,764
2019	6	MA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	4,147
2019	6	MA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	102,837
2019	6	MA	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,554
2019	6	MD	Total Electric Power Industry	Coal (Short Tons)	160,463
2019	6	MD	Total Electric Power Industry	Natural Gas (Mcf)	8,875,018
2019	6	MD	Total Electric Power Industry	Petroleum (Barrels)	11,468
2019	6	MD	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	MD	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	18,580
2019	6	MD	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	MD	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	6	MD	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	827,896
2019	6	MD	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	58
2019	6	MD	Combined Heat and Power, Electric Power	Coal (Short Tons)	29,902
2019	6	MD	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	398,696
2019	6	MD	Combined Heat and Power, Electric Power	Petroleum (Barrels)	918
2019	6	MD	Electric Generators, Independent Power Producers	Coal (Short Tons)	130,561
2019	6	MD	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,430,399
2019	6	MD	Electric Generators, Independent Power Producers	Petroleum (Barrels)	10,124
2019	6	MD	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,199,447
2019	6	MD	Electric Generators, Electric Utilities	Petroleum (Barrels)	368
2019	6	ME	Total Electric Power Industry	Coal (Short Tons)	752
2019	6	ME	Total Electric Power Industry	Natural Gas (Mcf)	932,085
2019	6	ME	Total Electric Power Industry	Petroleum (Barrels)	1,606
2019	6	ME	Combined Heat and Power, Industrial Power	Coal (Short Tons)	269
2019	6	ME	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	163,417
2019	6	ME	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	778
2019	6	ME	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	12,831
2019	6	ME	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	653
2019	6	ME	Combined Heat and Power, Electric Power	Coal (Short Tons)	483
2019	6	ME	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	936
2019	6	ME	Combined Heat and Power, Electric Power	Petroleum (Barrels)	140
2019	6	ME	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	6	ME	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	754,901
2019	6	ME	Electric Generators, Independent Power Producers	Petroleum (Barrels)	35
2019	6	ME	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2019	6	MI	Total Electric Power Industry	Coal (Short Tons)	1,868,747
2019	6	MI	Total Electric Power Industry	Natural Gas (Mcf)	18,769,449
2019	6	MI	Total Electric Power Industry	Other Gases (Billion Btu)	825
2019	6	MI	Total Electric Power Industry	Petroleum (Barrels)	47,358
2019	6	MI	Combined Heat and Power, Industrial Power	Coal (Short Tons)	901
2019	6	MI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	231,371
2019	6	MI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	27,370
2019	6	MI	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	6	MI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	244,689
2019	6	MI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	25
2019	6	MI	Combined Heat and Power, Electric Power	Coal (Short Tons)	17,513
2019	6	MI	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	8,223,755
2019	6	MI	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	526
2019	6	MI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	MI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	3,262,148
2019	6	MI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	6	MI	Electric Generators, Electric Utilities	Coal (Short Tons)	1,850,333
2019	6	MI	Electric Generators, Electric Utilities	Natural Gas (Mcf)	6,807,486
2019	6	MI	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	299
2019	6	MI	Electric Generators, Electric Utilities	Petroleum (Barrels)	19,963
2019	6	MN	Total Electric Power Industry	Coal (Short Tons)	1,000,800
2019	6	MN	Total Electric Power Industry	Natural Gas (Mcf)	5,827,563
2019	6	MN	Total Electric Power Industry	Petroleum (Barrels)	6,013
2019	6	MN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	14,382
2019	6	MN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	48,429
2019	6	MN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	46
2019	6	MN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	6	MN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	27,232
2019	6	MN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	121
2019	6	MN	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	273,728
2019	6	MN	Combined Heat and Power, Electric Power	Petroleum (Barrels)	154
2019	6	MN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	389,589
2019	6	MN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	306
2019	6	MN	Electric Generators, Electric Utilities	Coal (Short Tons)	986,418
2019	6	MN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	5,088,585
2019	6	MN	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,386
2019	6	MO	Total Electric Power Industry	Coal (Short Tons)	2,490,707
2019	6	MO	Total Electric Power Industry	Natural Gas (Mcf)	5,791,098
2019	6	MO	Total Electric Power Industry	Petroleum (Barrels)	19,906
2019	6	MO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	MO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	6,572
2019	6	MO	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	MO	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	6	MO	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	61,051
2019	6	MO	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	7
2019	6	MO	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	6	MO	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	13,805
2019	6	MO	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	6	MO	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	2,322,610
2019	6	MO	Electric Generators, Electric Utilities	Coal (Short Tons)	2,490,707
2019	6	MO	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,387,060
2019	6	MO	Electric Generators, Electric Utilities	Petroleum (Barrels)	19,899
2019	6	MS	Total Electric Power Industry	Coal (Short Tons)	401,084
2019	6	MS	Total Electric Power Industry	Natural Gas (Mcf)	29,883,204
2019	6	MS	Total Electric Power Industry	Petroleum (Barrels)	2,828
2019	6	MS	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	6	MS	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	136,623
2019	6	MS	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	44
2019	6	MS	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2019	6	MS	Electric Generators, Independent Power Producers	Coal (Short Tons)	266,701
2019	6	MS	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,993,799
2019	6	MS	Electric Generators, Electric Utilities	Coal (Short Tons)	134,383
2019	6	MS	Electric Generators, Electric Utilities	Natural Gas (Mcf)	27,752,782
2019	6	MS	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,784
2019	6	MT	Total Electric Power Industry	Coal (Short Tons)	566,670
2019	6	MT	Total Electric Power Industry	Natural Gas (Mcf)	326,948
2019	6	MT	Total Electric Power Industry	Other Gases (Billion Btu)	10
2019	6	MT	Total Electric Power Industry	Petroleum (Barrels)	58,209
2019	6	MT	Combined Heat and Power, Industrial Power	Coal (Short Tons)	160
2019	6	MT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	584
2019	6	MT	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	0
2019	6	MT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	6	MT	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	10
2019	6	MT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	53,248
2019	6	MT	Electric Generators, Independent Power Producers	Coal (Short Tons)	543,199
2019	6	MT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	14,310
2019	6	MT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	4,813
2019	6	MT	Electric Generators, Electric Utilities	Coal (Short Tons)	23,311
2019	6	MT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	312,054
2019	6	MT	Electric Generators, Electric Utilities	Petroleum (Barrels)	148
