Year	State	Producer Type	Energy Source	CO2 (Metric Tons)	SO2 (Metric Tons)	NOx (Metric Tons)
2018	NV	Electric Utility	Petroleum	6784	6	5
2018	NV	IPP NAICS-22 Non-Cogen	All Sources	1166147	198	627
2018	NV	IPP NAICS-22 Non-Cogen	Coal	1071684	198	271
2018	NV	IPP NAICS-22 Non-Cogen	Geothermal	90193	0	0
2018	NV	IPP NAICS-22 Non-Cogen	Natural Gas	1996	0	5
2018	NV	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	351
2018	NV	IPP NAICS-22 Non-Cogen	Petroleum	2274	0	0
2018	NV	IPP NAICS-22 Cogen	All Sources	1064453	5	2228
2018	NV	IPP NAICS-22 Cogen	Natural Gas	1064453	5	2228
2018	NV	Commercial Non-Cogen	All Sources	880	0	0
2018	NV	Commercial Non-Cogen	Geothermal	880	0	0
2018	NV	Commercial Cogen	All Sources	36938	0	94
2018	NV	Commercial Cogen	Natural Gas	36938	0	94
2018	NV	Industrial Non-Cogen	All Sources	155331	1	3515
2018	NV	Industrial Non-Cogen	Natural Gas	155331	1	3515
2018	NV	Total Electric Power Industry	All Sources	14004743	3040	10200
2018	NV	Total Electric Power Industry	Coal	2710334	2979	2552
2018	NV	Total Electric Power Industry	Geothermal	91073	0	0
2018	NV	Total Electric Power Industry	Natural Gas	11194278	55	7292
2018	NV	Total Electric Power Industry	Other Biomass	0	0	351
2018	NV	Total Electric Power Industry	Petroleum	9058	6	5
2018	NY	Electric Utility	All Sources	6222373	1096	3695
2018	NY	Electric Utility	Natural Gas	5707623	19	2755
2018	NY	Electric Utility	Petroleum	514750	1077	940
2018	NY	IPP NAICS-22 Non-Cogen	All Sources	13734018	3614	18606
2018	NY	IPP NAICS-22 Non-Cogen	Coal	651610	2080	525
2018	NY	IPP NAICS-22 Non-Cogen	Natural Gas	11479663	45	5427
2018	NY	IPP NAICS-22 Non-Cogen	Other Biomass	0	1	9005
2018	NY	IPP NAICS-22 Non-Cogen	Other	948002	192	2735
2018	NY	IPP NAICS-22 Non-Cogen	Petroleum	654743	1293	523
2018	NY	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	3	391
2018	NY	IPP NAICS-22 Cogen	All Sources	5912201	650	1608
2018	NY	IPP NAICS-22 Cogen	Natural Gas	5530357	21	1556
2018	NY	IPP NAICS-22 Cogen	Other	319038	600	18
2018	NY	IPP NAICS-22 Cogen	Petroleum	62806	29	34
2018	NY	Commercial Non-Cogen	All Sources	376199	25	977
2018	NY	Commercial Non-Cogen	Natural Gas	50212	0	140
2018	NY	Commercial Non-Cogen	Other Biomass	0	0	108
2018	NY	Commercial Non-Cogen	Other	324402	24	708
2018	NY	Commercial Non-Cogen	Petroleum	1585	1	21
2018	NY	Commercial Cogen	All Sources	834577	172	2641
2018	NY	Commercial Cogen	Natural Gas	741756	2	2165
2018	NY	Commercial Cogen	Other	77588	145	427
2018	NY	Commercial Cogen	Petroleum	15233	25	49
2018	NY	Industrial Non-Cogen	All Sources	191	0	4
2018	NY	Industrial Non-Cogen	Petroleum	191	0	4
2018	NY	Industrial Cogen	All Sources	856830	5188	1405
2018	NY	Industrial Cogen	Coal	31695	553	30
2018	NY	Industrial Cogen	Natural Gas	725374	3	818
2018	NY	Industrial Cogen	Petroleum	99761	240	93
2018	NY	Industrial Cogen	Wood and Wood Derived Fuels	0	4392	464
2018	NY	Total Electric Power Industry	All Sources	27936389	10745	28936
2018	NY	Total Electric Power Industry	Coal	683305	2633	555
2018	NY	Total Electric Power Industry	Natural Gas	24234985	90	12861
2018	NY	Total Electric Power Industry	Other Biomass	0	1	9113
2018	NY	Total Electric Power Industry	Other	1669030	961	3888
2018	NY	Total Electric Power Industry	Petroleum	1349069	2665	1664
2018	NY	Total Electric Power Industry	Wood and Wood Derived Fuels	0	4395	855
2018	OH	Electric Utility	All Sources	13505975	13447	11925
2018	OH	Electric Utility	Coal	9411908	13416	10943
2018	OH	Electric Utility	Natural Gas	4065929	19	870
2018	OH	Electric Utility	Petroleum	28138	12	112
2018	OH	IPP NAICS-22 Non-Cogen	All Sources	62670779	67129	40719
2018	OH	IPP NAICS-22 Non-Cogen	Coal	46928149	64482	32234
2018	OH	IPP NAICS-22 Non-Cogen	Natural Gas	13859558	72	1581
2018	OH	IPP NAICS-22 Non-Cogen	Other Biomass	0	2	6249
2018	OH	IPP NAICS-22 Non-Cogen	Petroleum	1883072	2573	655
2018	OH	IPP NAICS-22 Cogen	All Sources	192714	10	4047
2018	OH	IPP NAICS-22 Cogen	Natural Gas	192714	1	440
2018	OH	IPP NAICS-22 Cogen	Other Gases	0	2	3546
2018	OH	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	7	61
2018	OH	Commercial Non-Cogen	All Sources	188	0	4
2018	OH	Commercial Non-Cogen	Petroleum	188	0	4
2018	OH	Commercial Cogen	All Sources	236386	2	753
2018	OH	Commercial Cogen	Natural Gas	235948	1	521
2018	OH	Commercial Cogen	Other Biomass	0	0	229
2018	OH	Commercial Cogen	Petroleum	438	1	3
2018	OH	Industrial Non-Cogen	All Sources	0	0	325
2018	OH	Industrial Non-Cogen	Other Biomass	0	0	325
2018	OH	Industrial Cogen	All Sources	1445102	24928	2833
2018	OH	Industrial Cogen	Coal	69026	354	160
2018	OH	Industrial Cogen	Natural Gas	533678	1	420
2018	OH	Industrial Cogen	Other Gases	0	13	82
2018	OH	Industrial Cogen	Other	36017	349	3
2018	OH	Industrial Cogen	Petroleum	806381	22670	2133
2018	OH	Industrial Cogen	Wood and Wood Derived Fuels	0	1541	35
2018	OH	Total Electric Power Industry	All Sources	78051144	105516	60606
2018	OH	Total Electric Power Industry	Coal	56409083	78252	43337
2018	OH	Total Electric Power Industry	Natural Gas	18887827	94	3832
2018	OH	Total Electric Power Industry	Other Biomass	0	2	6803
2018	OH	Total Electric Power Industry	Other Gases	0	15	3628
2018	OH	Total Electric Power Industry	Other	36017	349	3
2018	OH	Total Electric Power Industry	Petroleum	2718217	25256	2907
2018	OH	Total Electric Power Industry	Wood and Wood Derived Fuels	0	1548	96
2018	OK	Electric Utility	All Sources	25123735	27958	18149
2018	OK	Electric Utility	Coal	13860841	27883	9903
2018	OK	Electric Utility	Natural Gas	11249377	54	8239
2018	OK	Electric Utility	Petroleum	13517	21	7
2018	OK	IPP NAICS-22 Non-Cogen	All Sources	6042769	32	1811
2018	OK	IPP NAICS-22 Non-Cogen	Natural Gas	6042769	32	1552
2018	OK	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	259
2018	OK	IPP NAICS-22 Cogen	All Sources	2131271	180	1219
2018	OK	IPP NAICS-22 Cogen	Coal	2023190	172	1161
2018	OK	IPP NAICS-22 Cogen	Natural Gas	53398	0	24
2018	OK	IPP NAICS-22 Cogen	Other	54683	8	34
2018	OK	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	0	0
2018	OK	Commercial Cogen	All Sources	6239	0	15
2018	OK	Commercial Cogen	Natural Gas	6239	0	15
2018	OK	Industrial Non-Cogen	All Sources	10635	1	240
2018	OK	Industrial Non-Cogen	Natural Gas	9913	0	226
2018	OK	Industrial Non-Cogen	Petroleum	722	1	14
2018	OK	Industrial Cogen	All Sources	1161542	4005	2578
2018	OK	Industrial Cogen	Coal	437832	857	608
2018	OK	Industrial Cogen	Natural Gas	593247	3	1032
2018	OK	Industrial Cogen	Other Biomass	0	14	124
2018	OK	Industrial Cogen	Other	130463	2	144
2018	OK	Industrial Cogen	Wood and Wood Derived Fuels	0	3129	670
2018	OK	Total Electric Power Industry	All Sources	34476191	32176	24012
2018	OK	Total Electric Power Industry	Coal	16321863	28912	11672
2018	OK	Total Electric Power Industry	Natural Gas	17954943	89	11088
2018	OK	Total Electric Power Industry	Other Biomass	0	14	383
2018	OK	Total Electric Power Industry	Other	185146	10	178
2018	OK	Total Electric Power Industry	Petroleum	14239	22	21
2018	OK	Total Electric Power Industry	Wood and Wood Derived Fuels	0	3129	670
2018	OR	Electric Utility	All Sources	4992346	2127	5711
2018	OR	Electric Utility	Coal	1506082	2090	1505
2018	OR	Electric Utility	Natural Gas	3482572	33	3404
2018	OR	Electric Utility	Other Biomass	0	0	801
2018	OR	Electric Utility	Petroleum	3692	4	1
2018	OR	IPP NAICS-22 Non-Cogen	All Sources	1491485	48	2551
2018	OR	IPP NAICS-22 Non-Cogen	Geothermal	4636	0	0
2018	OR	IPP NAICS-22 Non-Cogen	Natural Gas	1420654	8	194
2018	OR	IPP NAICS-22 Non-Cogen	Other Biomass	0	1	2147
2018	OR	IPP NAICS-22 Non-Cogen	Other	66195	17	62
2018	OR	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	22	148
2018	OR	IPP NAICS-22 Cogen	All Sources	1994039	10	1051
2018	OR	IPP NAICS-22 Cogen	Natural Gas	1994039	10	260
2018	OR	IPP NAICS-22 Cogen	Other Biomass	0	0	791
2018	OR	Commercial Non-Cogen	All Sources	0	0	225
2018	OR	Commercial Non-Cogen	Other Biomass	0	0	225
2018	OR	Commercial Cogen	All Sources	33855	0	339
2018	OR	Commercial Cogen	Natural Gas	33839	0	91
2018	OR	Commercial Cogen	Other Biomass	0	0	248
2018	OR	Commercial Cogen	Petroleum	16	0	0
2018	OR	Industrial Non-Cogen	All Sources	0	18	15
2018	OR	Industrial Non-Cogen	Wood and Wood Derived Fuels	0	18	15
2018	OR	Industrial Cogen	All Sources	287785	3836	1918
2018	OR	Industrial Cogen	Natural Gas	287785	1	602
2018	OR	Industrial Cogen	Other Biomass	0	0	14
2018	OR	Industrial Cogen	Wood and Wood Derived Fuels	0	3835	1302
2018	OR	Total Electric Power Industry	All Sources	8799510	6039	11810
2018	OR	Total Electric Power Industry	Coal	1506082	2090	1505
2018	OR	Total Electric Power Industry	Geothermal	4636	0	0
2018	OR	Total Electric Power Industry	Natural Gas	7218889	52	4551
2018	OR	Total Electric Power Industry	Other Biomass	0	1	4226
2018	OR	Total Electric Power Industry	Other	66195	17	62
2018	OR	Total Electric Power Industry	Petroleum	3708	4	1
2018	OR	Total Electric Power Industry	Wood and Wood Derived Fuels	0	3875	1465
2018	PA	Electric Utility	All Sources	4580	2	100
2018	PA	Electric Utility	Natural Gas	3404	0	78
2018	PA	Electric Utility	Petroleum	1176	2	22
2018	PA	IPP NAICS-22 Non-Cogen	All Sources	68220509	56682	41202
2018	PA	IPP NAICS-22 Non-Cogen	Coal	39440126	55546	23540
2018	PA	IPP NAICS-22 Non-Cogen	Natural Gas	27249466	120	6538
2018	PA	IPP NAICS-22 Non-Cogen	Other Biomass	0	63	6011
2018	PA	IPP NAICS-22 Non-Cogen	Other	1043072	675	4470
2018	PA	IPP NAICS-22 Non-Cogen	Petroleum	487845	278	643
2018	PA	IPP NAICS-22 Cogen	All Sources	6797073	6856	2785
2018	PA	IPP NAICS-22 Cogen	Coal	4220883	6590	2088
2018	PA	IPP NAICS-22 Cogen	Natural Gas	2347203	10	407
2018	PA	IPP NAICS-22 Cogen	Other Biomass	0	0	144
2018	PA	IPP NAICS-22 Cogen	Other Gases	0	0	0
2018	PA	IPP NAICS-22 Cogen	Other	132670	229	101
2018	PA	IPP NAICS-22 Cogen	Petroleum	96317	27	45
2018	PA	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	0	0
2018	PA	Commercial Non-Cogen	All Sources	156416	48	636
2018	PA	Commercial Non-Cogen	Natural Gas	5308	0	29
2018	PA	Commercial Non-Cogen	Other Biomass	0	0	108
2018	PA	Commercial Non-Cogen	Other	146040	47	495
2018	PA	Commercial Non-Cogen	Petroleum	5068	1	4
2018	PA	Commercial Cogen	All Sources	135549	1	1053
2018	PA	Commercial Cogen	Natural Gas	135018	0	551
2018	PA	Commercial Cogen	Other Biomass	0	0	495
2018	PA	Commercial Cogen	Petroleum	531	1	7
2018	PA	Industrial Non-Cogen	All Sources	7941	13	159
2018	PA	Industrial Non-Cogen	Petroleum	7941	13	159
2018	PA	Industrial Cogen	All Sources	1708655	3511	1326
2018	PA	Industrial Cogen	Coal	303773	295	81
2018	PA	Industrial Cogen	Natural Gas	1267510	5	476
2018	PA	Industrial Cogen	Other Biomass	0	5	107
2018	PA	Industrial Cogen	Other Gases	0	28	403
2018	PA	Industrial Cogen	Petroleum	137372	21	112
2018	PA	Industrial Cogen	Wood and Wood Derived Fuels	0	3157	147
2018	PA	Total Electric Power Industry	All Sources	77030723	67113	47261
2018	PA	Total Electric Power Industry	Coal	43964782	62431	25709
2018	PA	Total Electric Power Industry	Natural Gas	31007909	135	8079
2018	PA	Total Electric Power Industry	Other Biomass	0	68	6865
2018	PA	Total Electric Power Industry	Other Gases	0	28	403
2018	PA	Total Electric Power Industry	Other	1321782	951	5066
2018	PA	Total Electric Power Industry	Petroleum	736250	343	992
2018	PA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	3157	147
2018	RI	Electric Utility	All Sources	50	0	1
2018	RI	Electric Utility	Petroleum	50	0	1
2018	RI	IPP NAICS-22 Non-Cogen	All Sources	3172888	20	601
2018	RI	IPP NAICS-22 Non-Cogen	Natural Gas	3124894	9	460
2018	RI	IPP NAICS-22 Non-Cogen	Other Biomass	0	1	136
2018	RI	IPP NAICS-22 Non-Cogen	Petroleum	47994	10	5
2018	RI	Commercial Cogen	All Sources	93657	42	164
2018	RI	Commercial Cogen	Natural Gas	85469	0	156
2018	RI	Commercial Cogen	Petroleum	8188	42	8
2018	RI	Industrial Cogen	All Sources	81264	0	1119
2018	RI	Industrial Cogen	Natural Gas	81227	0	1119
2018	RI	Industrial Cogen	Petroleum	37	0	0
2018	RI	Total Electric Power Industry	All Sources	3347859	62	1885
2018	RI	Total Electric Power Industry	Natural Gas	3291590	9	1735
2018	RI	Total Electric Power Industry	Other Biomass	0	1	136
2018	RI	Total Electric Power Industry	Petroleum	56269	52	14
2018	SC	Electric Utility	All Sources	26950343	6620	11963
2018	SC	Electric Utility	Coal	18649144	6481	8879
2018	SC	Electric Utility	Natural Gas	8046221	19	1604
2018	SC	Electric Utility	Other Biomass	0	0	840
2018	SC	Electric Utility	Petroleum	254978	109	458
2018	SC	Electric Utility	Wood and Wood Derived Fuels	0	11	182
2018	SC	IPP NAICS-22 Non-Cogen	All Sources	1176027	70	607
2018	SC	IPP NAICS-22 Non-Cogen	Natural Gas	1172416	3	352
2018	SC	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	191
2018	SC	IPP NAICS-22 Non-Cogen	Petroleum	3611	3	2
2018	SC	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	64	62
2018	SC	IPP NAICS-22 Cogen	All Sources	250423	222	166
2018	SC	IPP NAICS-22 Cogen	Natural Gas	230791	1	55
2018	SC	IPP NAICS-22 Cogen	Other	17703	185	14
2018	SC	IPP NAICS-22 Cogen	Petroleum	1929	3	1
2018	SC	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	33	96
2018	SC	Commercial Non-Cogen	All Sources	156	0	1
2018	SC	Commercial Non-Cogen	Natural Gas	107	0	0
2018	SC	Commercial Non-Cogen	Petroleum	49	0	1
2018	SC	Industrial Non-Cogen	All Sources	0	0	92
2018	SC	Industrial Non-Cogen	Other Biomass	0	0	92
2018	SC	Industrial Cogen	All Sources	497217	11160	2391
2018	SC	Industrial Cogen	Coal	53673	268	29
2018	SC	Industrial Cogen	Natural Gas	289133	1	159
2018	SC	Industrial Cogen	Other	117259	1183	84
2018	SC	Industrial Cogen	Petroleum	37152	167	32
2018	SC	Industrial Cogen	Wood and Wood Derived Fuels	0	9541	2087
2018	SC	Total Electric Power Industry	All Sources	28874166	18072	15220
2018	SC	Total Electric Power Industry	Coal	18702817	6749	8908
2018	SC	Total Electric Power Industry	Natural Gas	9738668	24	2170
2018	SC	Total Electric Power Industry	Other Biomass	0	0	1123
2018	SC	Total Electric Power Industry	Other	134962	1368	98
2018	SC	Total Electric Power Industry	Petroleum	297719	282	494
2018	SC	Total Electric Power Industry	Wood and Wood Derived Fuels	0	9649	2427
2018	SD	Electric Utility	All Sources	2920480	919	1296
2018	SD	Electric Utility	Coal	2391054	909	953
2018	SD	Electric Utility	Natural Gas	520884	2	299
2018	SD	Electric Utility	Petroleum	8542	8	44
2018	SD	IPP NAICS-22 Non-Cogen	All Sources	18	0	0
2018	SD	IPP NAICS-22 Non-Cogen	Petroleum	18	0	0
2018	SD	Commercial Non-Cogen	All Sources	20	0	0
2018	SD	Commercial Non-Cogen	Petroleum	20	0	0
2018	SD	Total Electric Power Industry	All Sources	2920518	919	1296
2018	SD	Total Electric Power Industry	Coal	2391054	909	953
2018	SD	Total Electric Power Industry	Natural Gas	520884	2	299
2018	SD	Total Electric Power Industry	Petroleum	8580	8	44
2018	TN	Electric Utility	All Sources	25922716	10649	8415
2018	TN	Electric Utility	Coal	20364873	10580	6918
2018	TN	Electric Utility	Natural Gas	5463934	32	1442
2018	TN	Electric Utility	Petroleum	93909	37	55
2018	TN	IPP NAICS-22 Non-Cogen	All Sources	7446	0	1098
2018	TN	IPP NAICS-22 Non-Cogen	Natural Gas	7239	0	171
2018	TN	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	923
2018	TN	IPP NAICS-22 Non-Cogen	Petroleum	207	0	4
2018	TN	Commercial Cogen	All Sources	163095	0	421
2018	TN	Commercial Cogen	Natural Gas	163095	0	421
2018	TN	Industrial Cogen	All Sources	3209660	16007	2418
2018	TN	Industrial Cogen	Coal	2008360	7892	1464
2018	TN	Industrial Cogen	Natural Gas	1157069	6	354
2018	TN	Industrial Cogen	Other Biomass	0	168	130
2018	TN	Industrial Cogen	Other Gases	0	0	41
2018	TN	Industrial Cogen	Other	37936	451	1
2018	TN	Industrial Cogen	Petroleum	6295	4	2
2018	TN	Industrial Cogen	Wood and Wood Derived Fuels	0	7486	426
2018	TN	Total Electric Power Industry	All Sources	29302917	26656	12352
2018	TN	Total Electric Power Industry	Coal	22373233	18472	8382
2018	TN	Total Electric Power Industry	Natural Gas	6791337	38	2388
2018	TN	Total Electric Power Industry	Other Biomass	0	168	1053
2018	TN	Total Electric Power Industry	Other Gases	0	0	41
2018	TN	Total Electric Power Industry	Other	37936	451	1
2018	TN	Total Electric Power Industry	Petroleum	100411	41	61
2018	TN	Total Electric Power Industry	Wood and Wood Derived Fuels	0	7486	426
2018	TX	Electric Utility	All Sources	70652451	67120	59344
2018	TX	Electric Utility	Coal	48823745	66988	36699
2018	TX	Electric Utility	Natural Gas	21797184	109	22625
2018	TX	Electric Utility	Petroleum	31522	23	20
2018	TX	IPP NAICS-22 Non-Cogen	All Sources	111686113	124051	49829
2018	TX	IPP NAICS-22 Non-Cogen	Coal	65386699	123789	31677
2018	TX	IPP NAICS-22 Non-Cogen	Natural Gas	46283992	236	12707
2018	TX	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	5320
2018	TX	IPP NAICS-22 Non-Cogen	Petroleum	15422	20	39
2018	TX	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	6	86
2018	TX	IPP NAICS-22 Cogen	All Sources	21574542	181	6818
2018	TX	IPP NAICS-22 Cogen	Natural Gas	21574542	166	6597
2018	TX	IPP NAICS-22 Cogen	Other Gases	0	15	221
2018	TX	Commercial Non-Cogen	All Sources	128	0	3
2018	TX	Commercial Non-Cogen	Petroleum	128	0	3
2018	TX	Commercial Cogen	All Sources	440252	2	1230
2018	TX	Commercial Cogen	Natural Gas	439661	1	1152
2018	TX	Commercial Cogen	Other Biomass	0	0	67
2018	TX	Commercial Cogen	Petroleum	591	1	11
2018	TX	Industrial Non-Cogen	All Sources	1100230	602	3797
2018	TX	Industrial Non-Cogen	Natural Gas	1004206	2	2351
2018	TX	Industrial Non-Cogen	Other Gases	0	4	1183
2018	TX	Industrial Non-Cogen	Petroleum	96024	596	263
2018	TX	Industrial Cogen	All Sources	24622592	11387	49818
2018	TX	Industrial Cogen	Natural Gas	24257275	178	44017
2018	TX	Industrial Cogen	Other Biomass	0	71	493
2018	TX	Industrial Cogen	Other Gases	0	32	2145
2018	TX	Industrial Cogen	Other	7348	72	4
2018	TX	Industrial Cogen	Petroleum	357969	1074	1201
2018	TX	Industrial Cogen	Wood and Wood Derived Fuels	0	9960	1958
2018	TX	Total Electric Power Industry	All Sources	230076308	203343	170839
2018	TX	Total Electric Power Industry	Coal	114210444	190777	68376
2018	TX	Total Electric Power Industry	Natural Gas	115356860	692	89449
2018	TX	Total Electric Power Industry	Other Biomass	0	71	5880
2018	TX	Total Electric Power Industry	Other Gases	0	51	3549
2018	TX	Total Electric Power Industry	Other	7348	72	4
2018	TX	Total Electric Power Industry	Petroleum	501656	1714	1537
2018	TX	Total Electric Power Industry	Wood and Wood Derived Fuels	0	9966	2044
2018	US-TOTAL	Electric Utility	All Sources	1189403402	790977	795987
2018	US-TOTAL	Electric Utility	Coal	863864455	764443	589376
2018	US-TOTAL	Electric Utility	Geothermal	26551	0	0
2018	US-TOTAL	Electric Utility	Natural Gas	309054153	1959	166648
2018	US-TOTAL	Electric Utility	Other Biomass	0	334	9537
2018	US-TOTAL	Electric Utility	Other Gases	0	2	164
2018	US-TOTAL	Electric Utility	Other	448885	160	852
2018	US-TOTAL	Electric Utility	Petroleum	16009358	23818	26624
2018	US-TOTAL	Electric Utility	Wood and Wood Derived Fuels	0	261	2786
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	All Sources	491539883	360276	323238
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Coal	263546043	343236	151044
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Geothermal	392608	0	0
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Natural Gas	213725348	977	48049
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Other Biomass	0	185	91286
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Other	8956350	7730	23627
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Petroleum	4919534	6832	4261
2018	US-TOTAL	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	1316	4971
2018	US-TOTAL	IPP NAICS-22 Cogen	All Sources	81855654	26250	70467
2018	US-TOTAL	IPP NAICS-22 Cogen	Coal	17853020	15064	18211
2018	US-TOTAL	IPP NAICS-22 Cogen	Natural Gas	60454772	508	33671
2018	US-TOTAL	IPP NAICS-22 Cogen	Other Biomass	0	97	7166
2018	US-TOTAL	IPP NAICS-22 Cogen	Other Gases	0	438	5231
2018	US-TOTAL	IPP NAICS-22 Cogen	Other	1611803	4432	2003
2018	US-TOTAL	IPP NAICS-22 Cogen	Petroleum	1936059	5172	2352
2018	US-TOTAL	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	539	1833
2018	US-TOTAL	Commercial Non-Cogen	All Sources	1805288	989	8379
2018	US-TOTAL	Commercial Non-Cogen	Geothermal	880	0	0
2018	US-TOTAL	Commercial Non-Cogen	Natural Gas	443197	2	1049
2018	US-TOTAL	Commercial Non-Cogen	Other Biomass	0	4	4272
2018	US-TOTAL	Commercial Non-Cogen	Other	1342307	971	2924
2018	US-TOTAL	Commercial Non-Cogen	Petroleum	18904	12	133
2018	US-TOTAL	Commercial Non-Cogen	Wood and Wood Derived Fuels	0	0	1
2018	US-TOTAL	Commercial Cogen	All Sources	9334112	8096	35421
2018	US-TOTAL	Commercial Cogen	Coal	1083735	5207	1622
2018	US-TOTAL	Commercial Cogen	Natural Gas	6960052	13	19076
2018	US-TOTAL	Commercial Cogen	Other Biomass	0	4	8760
2018	US-TOTAL	Commercial Cogen	Other	1002647	1111	4933
2018	US-TOTAL	Commercial Cogen	Petroleum	287678	1721	569
2018	US-TOTAL	Commercial Cogen	Wood and Wood Derived Fuels	0	40	461
2018	US-TOTAL	Industrial Non-Cogen	All Sources	2160948	1099	13802
2018	US-TOTAL	Industrial Non-Cogen	Coal	194266	375	378
2018	US-TOTAL	Industrial Non-Cogen	Natural Gas	1840130	5	9453
2018	US-TOTAL	Industrial Non-Cogen	Other Biomass	0	19	1579
2018	US-TOTAL	Industrial Non-Cogen	Other Gases	0	4	1315
2018	US-TOTAL	Industrial Non-Cogen	Other	0	0	20
2018	US-TOTAL	Industrial Non-Cogen	Petroleum	126552	645	868
2018	US-TOTAL	Industrial Non-Cogen	Wood and Wood Derived Fuels	0	51	189
2018	US-TOTAL	Industrial Cogen	All Sources	98246833	383740	237897
2018	US-TOTAL	Industrial Cogen	Coal	23656822	74234	22765
2018	US-TOTAL	Industrial Cogen	Natural Gas	69924904	368	116738
2018	US-TOTAL	Industrial Cogen	Other Biomass	0	771	4085
2018	US-TOTAL	Industrial Cogen	Other Gases	0	279	19674
2018	US-TOTAL	Industrial Cogen	Other	715147	5471	1036
2018	US-TOTAL	Industrial Cogen	Petroleum	3949960	36796	6458
2018	US-TOTAL	Industrial Cogen	Wood and Wood Derived Fuels	0	265821	67141
2018	US-TOTAL	Total Electric Power Industry	All Sources	1874346120	1571427	1485191
2018	US-TOTAL	Total Electric Power Industry	Coal	1170198341	1202559	783396
2018	US-TOTAL	Total Electric Power Industry	Geothermal	420039	0	0
2018	US-TOTAL	Total Electric Power Industry	Natural Gas	662402556	3832	394684
2018	US-TOTAL	Total Electric Power Industry	Other Biomass	0	1414	126685
2018	US-TOTAL	Total Electric Power Industry	Other Gases	0	723	26384
2018	US-TOTAL	Total Electric Power Industry	Other	14077139	19875	35395
2018	US-TOTAL	Total Electric Power Industry	Petroleum	27248045	74996	41265
2018	US-TOTAL	Total Electric Power Industry	Wood and Wood Derived Fuels	0	268028	77382
2018	UT	Electric Utility	All Sources	27598698	7926	27995
2018	UT	Electric Utility	Coal	24242914	7905	27049
2018	UT	Electric Utility	Geothermal	5868	0	0
2018	UT	Electric Utility	Natural Gas	3323671	17	921
2018	UT	Electric Utility	Petroleum	26245	4	25
2018	UT	IPP NAICS-22 Non-Cogen	All Sources	500932	406	1119
2018	UT	IPP NAICS-22 Non-Cogen	Coal	464254	406	253
2018	UT	IPP NAICS-22 Non-Cogen	Geothermal	5858	0	0
2018	UT	IPP NAICS-22 Non-Cogen	Natural Gas	29855	0	0
2018	UT	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	866
2018	UT	IPP NAICS-22 Non-Cogen	Petroleum	965	0	0
2018	UT	Commercial Non-Cogen	All Sources	26351	0	266
2018	UT	Commercial Non-Cogen	Natural Gas	26351	0	71
2018	UT	Commercial Non-Cogen	Other Biomass	0	0	195
2018	UT	Commercial Cogen	All Sources	20457	0	55
2018	UT	Commercial Cogen	Natural Gas	20457	0	55
2018	UT	Industrial Cogen	All Sources	397595	3	1290
2018	UT	Industrial Cogen	Natural Gas	397595	3	1280
2018	UT	Industrial Cogen	Other Gases	0	0	10
2018	UT	Total Electric Power Industry	All Sources	28544033	8335	30725
2018	UT	Total Electric Power Industry	Coal	24707168	8311	27302
2018	UT	Total Electric Power Industry	Geothermal	11726	0	0
2018	UT	Total Electric Power Industry	Natural Gas	3797929	20	2327
2018	UT	Total Electric Power Industry	Other Biomass	0	0	1061
2018	UT	Total Electric Power Industry	Other Gases	0	0	10
2018	UT	Total Electric Power Industry	Petroleum	27210	4	25
2018	VA	Electric Utility	All Sources	21358261	6106	10949
2018	VA	Electric Utility	Coal	8123893	4981	6845
2018	VA	Electric Utility	Natural Gas	12684892	200	2473
2018	VA	Electric Utility	Other Biomass	0	0	30
2018	VA	Electric Utility	Petroleum	549476	869	783
2018	VA	Electric Utility	Wood and Wood Derived Fuels	0	56	818
2018	VA	IPP NAICS-22 Non-Cogen	All Sources	7630156	447	10603
2018	VA	IPP NAICS-22 Non-Cogen	Coal	549321	240	248
2018	VA	IPP NAICS-22 Non-Cogen	Natural Gas	6472868	18	1168
2018	VA	IPP NAICS-22 Non-Cogen	Other Biomass	0	2	7253
