YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2019	1	AK	Total Electric Power Industry	Total	536,458
2019	1	AK	Total Electric Power Industry	Coal	74,074
2019	1	AK	Total Electric Power Industry	Hydroelectric Conventional	123,607
2019	1	AK	Total Electric Power Industry	Natural Gas	252,897
2019	1	AK	Total Electric Power Industry	Other	-244
2019	1	AK	Total Electric Power Industry	Petroleum	69,530
2019	1	AK	Total Electric Power Industry	Other Biomass	2,877
2019	1	AK	Total Electric Power Industry	Wind	13,717
2019	1	AK	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2019	1	AK	Combined Heat and Power, Industrial Power	Total	10,616
2019	1	AK	Combined Heat and Power, Industrial Power	Natural Gas	6,411
2019	1	AK	Combined Heat and Power, Industrial Power	Petroleum	3,917
2019	1	AK	Combined Heat and Power, Industrial Power	Other Biomass	288
2019	1	AK	Combined Heat and Power, Commercial Power	Total	27,816
2019	1	AK	Combined Heat and Power, Commercial Power	Coal	10,383
2019	1	AK	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	13,779
2019	1	AK	Combined Heat and Power, Commercial Power	Natural Gas	0
2019	1	AK	Combined Heat and Power, Commercial Power	Petroleum	1,064
2019	1	AK	Combined Heat and Power, Commercial Power	Other Biomass	2,589
2019	1	AK	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	1	AK	Combined Heat and Power, Electric Power	Total	15,152
2019	1	AK	Combined Heat and Power, Electric Power	Coal	15,152
2019	1	AK	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	AK	Combined Heat and Power, Electric Power	Other Biomass	0
2019	1	AK	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2019	1	AK	Electric Generators, Independent Power Producers	Total	5,071
2019	1	AK	Electric Generators, Independent Power Producers	Wind	5,071
2019	1	AK	Electric Generators, Electric Utilities	Total	477,804
2019	1	AK	Electric Generators, Electric Utilities	Coal	48,539
2019	1	AK	Electric Generators, Electric Utilities	Hydroelectric Conventional	109,828
2019	1	AK	Electric Generators, Electric Utilities	Natural Gas	246,486
2019	1	AK	Electric Generators, Electric Utilities	Other	-244
2019	1	AK	Electric Generators, Electric Utilities	Petroleum	64,549
2019	1	AK	Electric Generators, Electric Utilities	Wind	8,646
2019	1	AL	Total Electric Power Industry	Total	12,562,722
2019	1	AL	Total Electric Power Industry	Coal	3,048,829
2019	1	AL	Total Electric Power Industry	Hydroelectric Conventional	1,336,512
2019	1	AL	Total Electric Power Industry	Natural Gas	3,845,282
2019	1	AL	Total Electric Power Industry	Nuclear	4,012,543
2019	1	AL	Total Electric Power Industry	Other Gases	479
2019	1	AL	Total Electric Power Industry	Other	0
2019	1	AL	Total Electric Power Industry	Petroleum	3,384
2019	1	AL	Total Electric Power Industry	Solar Thermal and Photovoltaic	20,736
2019	1	AL	Total Electric Power Industry	Other Biomass	2,918
2019	1	AL	Total Electric Power Industry	Wood and Wood Derived Fuels	292,040
2019	1	AL	Combined Heat and Power, Industrial Power	Total	406,128
2019	1	AL	Combined Heat and Power, Industrial Power	Coal	7,308
2019	1	AL	Combined Heat and Power, Industrial Power	Natural Gas	118,162
2019	1	AL	Combined Heat and Power, Industrial Power	Other Gases	479
2019	1	AL	Combined Heat and Power, Industrial Power	Other	0
2019	1	AL	Combined Heat and Power, Industrial Power	Petroleum	540
2019	1	AL	Combined Heat and Power, Industrial Power	Other Biomass	0
2019	1	AL	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	279,640
2019	1	AL	Combined Heat and Power, Electric Power	Total	220,773
2019	1	AL	Combined Heat and Power, Electric Power	Coal	0
2019	1	AL	Combined Heat and Power, Electric Power	Natural Gas	208,374
2019	1	AL	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	12,399
2019	1	AL	Electric Generators, Independent Power Producers	Total	2,145,265
2019	1	AL	Electric Generators, Independent Power Producers	Natural Gas	2,123,155
2019	1	AL	Electric Generators, Independent Power Producers	Other	0
2019	1	AL	Electric Generators, Independent Power Producers	Petroleum	67
2019	1	AL	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	19,125
2019	1	AL	Electric Generators, Independent Power Producers	Other Biomass	2,918
2019	1	AL	Electric Generators, Electric Utilities	Total	9,790,555
2019	1	AL	Electric Generators, Electric Utilities	Coal	3,041,521
2019	1	AL	Electric Generators, Electric Utilities	Hydroelectric Conventional	1,336,512
2019	1	AL	Electric Generators, Electric Utilities	Natural Gas	1,395,591
2019	1	AL	Electric Generators, Electric Utilities	Nuclear	4,012,543
2019	1	AL	Electric Generators, Electric Utilities	Petroleum	2,777
2019	1	AL	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	1,610
2019	1	AR	Total Electric Power Industry	Total	5,840,680
2019	1	AR	Total Electric Power Industry	Coal	2,749,545
2019	1	AR	Total Electric Power Industry	Pumped Storage	4,741
2019	1	AR	Total Electric Power Industry	Hydroelectric Conventional	366,702
2019	1	AR	Total Electric Power Industry	Natural Gas	1,188,491
2019	1	AR	Total Electric Power Industry	Nuclear	1,389,566
2019	1	AR	Total Electric Power Industry	Other	0
2019	1	AR	Total Electric Power Industry	Petroleum	5,617
2019	1	AR	Total Electric Power Industry	Solar Thermal and Photovoltaic	10,820
2019	1	AR	Total Electric Power Industry	Other Biomass	7,461
2019	1	AR	Total Electric Power Industry	Wood and Wood Derived Fuels	117,738
2019	1	AR	Combined Heat and Power, Industrial Power	Total	156,222
2019	1	AR	Combined Heat and Power, Industrial Power	Coal	7,023
2019	1	AR	Combined Heat and Power, Industrial Power	Natural Gas	31,101
2019	1	AR	Combined Heat and Power, Industrial Power	Other	0
2019	1	AR	Combined Heat and Power, Industrial Power	Petroleum	361
2019	1	AR	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	117,738
2019	1	AR	Combined Heat and Power, Commercial Power	Total	3,812
2019	1	AR	Combined Heat and Power, Commercial Power	Natural Gas	3,330
2019	1	AR	Combined Heat and Power, Commercial Power	Other Biomass	482
2019	1	AR	Combined Heat and Power, Electric Power	Total	119,319
2019	1	AR	Combined Heat and Power, Electric Power	Natural Gas	116,127
2019	1	AR	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	AR	Combined Heat and Power, Electric Power	Other Biomass	3,192
2019	1	AR	Electric Generators, Independent Power Producers	Total	263,517
2019	1	AR	Electric Generators, Independent Power Producers	Coal	241,592
2019	1	AR	Electric Generators, Independent Power Producers	Hydroelectric Conventional	4,533
2019	1	AR	Electric Generators, Independent Power Producers	Petroleum	2,867
2019	1	AR	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	10,738
2019	1	AR	Electric Generators, Independent Power Producers	Other Biomass	3,786
2019	1	AR	Electric Generators, Electric Utilities	Total	5,297,812
2019	1	AR	Electric Generators, Electric Utilities	Coal	2,500,930
2019	1	AR	Electric Generators, Electric Utilities	Pumped Storage	4,741
2019	1	AR	Electric Generators, Electric Utilities	Hydroelectric Conventional	362,169
2019	1	AR	Electric Generators, Electric Utilities	Natural Gas	1,037,934
2019	1	AR	Electric Generators, Electric Utilities	Nuclear	1,389,566
2019	1	AR	Electric Generators, Electric Utilities	Petroleum	2,390
2019	1	AR	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	82
2019	1	AZ	Total Electric Power Industry	Total	9,018,494
2019	1	AZ	Total Electric Power Industry	Coal	2,337,909
2019	1	AZ	Total Electric Power Industry	Pumped Storage	-15,965
2019	1	AZ	Total Electric Power Industry	Hydroelectric Conventional	463,865
2019	1	AZ	Total Electric Power Industry	Natural Gas	2,920,184
2019	1	AZ	Total Electric Power Industry	Nuclear	2,978,263
2019	1	AZ	Total Electric Power Industry	Other	-250
2019	1	AZ	Total Electric Power Industry	Petroleum	5,028
2019	1	AZ	Total Electric Power Industry	Solar Thermal and Photovoltaic	268,370
2019	1	AZ	Total Electric Power Industry	Other Biomass	2,916
2019	1	AZ	Total Electric Power Industry	Wind	38,452
2019	1	AZ	Total Electric Power Industry	Wood and Wood Derived Fuels	19,722
2019	1	AZ	Combined Heat and Power, Commercial Power	Total	12,998
2019	1	AZ	Combined Heat and Power, Commercial Power	Natural Gas	12,362
2019	1	AZ	Combined Heat and Power, Commercial Power	Petroleum	2
2019	1	AZ	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	634
2019	1	AZ	Combined Heat and Power, Electric Power	Total	691
2019	1	AZ	Combined Heat and Power, Electric Power	Natural Gas	691
2019	1	AZ	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	AZ	Electric Generators, Independent Power Producers	Total	883,722
2019	1	AZ	Electric Generators, Independent Power Producers	Natural Gas	591,242
2019	1	AZ	Electric Generators, Independent Power Producers	Other	-250
2019	1	AZ	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	231,641
2019	1	AZ	Electric Generators, Independent Power Producers	Other Biomass	2,916
2019	1	AZ	Electric Generators, Independent Power Producers	Wind	38,452
2019	1	AZ	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	19,722
2019	1	AZ	Electric Generators, Electric Utilities	Total	8,121,083
2019	1	AZ	Electric Generators, Electric Utilities	Coal	2,337,909
2019	1	AZ	Electric Generators, Electric Utilities	Pumped Storage	-15,965
2019	1	AZ	Electric Generators, Electric Utilities	Hydroelectric Conventional	463,865
2019	1	AZ	Electric Generators, Electric Utilities	Natural Gas	2,315,889
2019	1	AZ	Electric Generators, Electric Utilities	Nuclear	2,978,263
2019	1	AZ	Electric Generators, Electric Utilities	Other	0
2019	1	AZ	Electric Generators, Electric Utilities	Petroleum	5,027
2019	1	AZ	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	36,095
2019	1	AZ	Electric Generators, Electric Utilities	Other Biomass	0
2019	1	CA	Total Electric Power Industry	Total	14,677,049
2019	1	CA	Total Electric Power Industry	Coal	26,100
2019	1	CA	Total Electric Power Industry	Geothermal	1,013,095
2019	1	CA	Total Electric Power Industry	Pumped Storage	-102,481
2019	1	CA	Total Electric Power Industry	Hydroelectric Conventional	1,533,263
2019	1	CA	Total Electric Power Industry	Natural Gas	7,429,299
2019	1	CA	Total Electric Power Industry	Nuclear	1,681,619
2019	1	CA	Total Electric Power Industry	Other Gases	91,426
2019	1	CA	Total Electric Power Industry	Other	68,302
2019	1	CA	Total Electric Power Industry	Petroleum	3,181
2019	1	CA	Total Electric Power Industry	Solar Thermal and Photovoltaic	1,366,910
2019	1	CA	Total Electric Power Industry	Other Biomass	226,668
2019	1	CA	Total Electric Power Industry	Wind	1,044,327
2019	1	CA	Total Electric Power Industry	Wood and Wood Derived Fuels	295,342
2019	1	CA	Combined Heat and Power, Industrial Power	Total	1,129,785
2019	1	CA	Combined Heat and Power, Industrial Power	Coal	26,100
2019	1	CA	Combined Heat and Power, Industrial Power	Natural Gas	895,841
2019	1	CA	Combined Heat and Power, Industrial Power	Other Gases	91,426
2019	1	CA	Combined Heat and Power, Industrial Power	Other	56,675
2019	1	CA	Combined Heat and Power, Industrial Power	Petroleum	122
2019	1	CA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	1,902
2019	1	CA	Combined Heat and Power, Industrial Power	Other Biomass	338
2019	1	CA	Combined Heat and Power, Industrial Power	Wind	209
2019	1	CA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	57,172
2019	1	CA	Combined Heat and Power, Commercial Power	Total	211,882
2019	1	CA	Combined Heat and Power, Commercial Power	Pumped Storage	0
2019	1	CA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	1,485
2019	1	CA	Combined Heat and Power, Commercial Power	Natural Gas	138,393
2019	1	CA	Combined Heat and Power, Commercial Power	Other	-18
2019	1	CA	Combined Heat and Power, Commercial Power	Petroleum	28
2019	1	CA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	8,711
2019	1	CA	Combined Heat and Power, Commercial Power	Other Biomass	62,681
2019	1	CA	Combined Heat and Power, Commercial Power	Wind	603
2019	1	CA	Combined Heat and Power, Electric Power	Total	1,213,600
2019	1	CA	Combined Heat and Power, Electric Power	Coal	0
2019	1	CA	Combined Heat and Power, Electric Power	Natural Gas	1,119,481
2019	1	CA	Combined Heat and Power, Electric Power	Other	8,357
2019	1	CA	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	CA	Combined Heat and Power, Electric Power	Solar Thermal and Photovoltaic	362
2019	1	CA	Combined Heat and Power, Electric Power	Other Biomass	14,546
2019	1	CA	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	70,854
2019	1	CA	Electric Generators, Independent Power Producers	Total	6,497,138
2019	1	CA	Electric Generators, Independent Power Producers	Geothermal	945,336
2019	1	CA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	82,869
2019	1	CA	Electric Generators, Independent Power Producers	Natural Gas	2,823,463
2019	1	CA	Electric Generators, Independent Power Producers	Other	4,750
2019	1	CA	Electric Generators, Independent Power Producers	Petroleum	159
2019	1	CA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1,328,863
2019	1	CA	Electric Generators, Independent Power Producers	Other Biomass	142,061
2019	1	CA	Electric Generators, Independent Power Producers	Wind	1,002,322
2019	1	CA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	167,315
2019	1	CA	Electric Generators, Electric Utilities	Total	5,624,645
2019	1	CA	Electric Generators, Electric Utilities	Geothermal	67,759
2019	1	CA	Electric Generators, Electric Utilities	Pumped Storage	-102,481
2019	1	CA	Electric Generators, Electric Utilities	Hydroelectric Conventional	1,448,909
2019	1	CA	Electric Generators, Electric Utilities	Natural Gas	2,452,121
2019	1	CA	Electric Generators, Electric Utilities	Nuclear	1,681,619
2019	1	CA	Electric Generators, Electric Utilities	Other Gases	0
2019	1	CA	Electric Generators, Electric Utilities	Other	-1,462
2019	1	CA	Electric Generators, Electric Utilities	Petroleum	2,872
2019	1	CA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	27,072
2019	1	CA	Electric Generators, Electric Utilities	Other Biomass	7,042
2019	1	CA	Electric Generators, Electric Utilities	Wind	41,193
2019	1	CO	Total Electric Power Industry	Total	5,028,816
2019	1	CO	Total Electric Power Industry	Coal	2,590,044
2019	1	CO	Total Electric Power Industry	Pumped Storage	-19,712
2019	1	CO	Total Electric Power Industry	Hydroelectric Conventional	134,324
2019	1	CO	Total Electric Power Industry	Natural Gas	1,310,903
2019	1	CO	Total Electric Power Industry	Other	3,883
2019	1	CO	Total Electric Power Industry	Petroleum	1,148
2019	1	CO	Total Electric Power Industry	Solar Thermal and Photovoltaic	61,295
2019	1	CO	Total Electric Power Industry	Other Biomass	6,463
2019	1	CO	Total Electric Power Industry	Wind	933,496
2019	1	CO	Total Electric Power Industry	Wood and Wood Derived Fuels	6,973
2019	1	CO	Combined Heat and Power, Industrial Power	Total	7,108
2019	1	CO	Combined Heat and Power, Industrial Power	Coal	1,381
2019	1	CO	Combined Heat and Power, Industrial Power	Natural Gas	1,716
2019	1	CO	Combined Heat and Power, Industrial Power	Other	3,775
2019	1	CO	Combined Heat and Power, Industrial Power	Petroleum	11
2019	1	CO	Combined Heat and Power, Industrial Power	Wind	225
2019	1	CO	Combined Heat and Power, Commercial Power	Total	2,375
2019	1	CO	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	352
2019	1	CO	Combined Heat and Power, Commercial Power	Natural Gas	1,119
2019	1	CO	Combined Heat and Power, Commercial Power	Other	0
2019	1	CO	Combined Heat and Power, Commercial Power	Petroleum	0
2019	1	CO	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	903
2019	1	CO	Combined Heat and Power, Commercial Power	Wind	0
2019	1	CO	Combined Heat and Power, Electric Power	Total	18,165
2019	1	CO	Combined Heat and Power, Electric Power	Coal	0
2019	1	CO	Combined Heat and Power, Electric Power	Natural Gas	15,231
2019	1	CO	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	CO	Combined Heat and Power, Electric Power	Other Biomass	2,934
2019	1	CO	Electric Generators, Independent Power Producers	Total	951,660
2019	1	CO	Electric Generators, Independent Power Producers	Hydroelectric Conventional	15,191
2019	1	CO	Electric Generators, Independent Power Producers	Natural Gas	118,557
2019	1	CO	Electric Generators, Independent Power Producers	Other	141
2019	1	CO	Electric Generators, Independent Power Producers	Petroleum	0
2019	1	CO	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	60,119
2019	1	CO	Electric Generators, Independent Power Producers	Other Biomass	3,529
2019	1	CO	Electric Generators, Independent Power Producers	Wind	747,150
2019	1	CO	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	6,973
2019	1	CO	Electric Generators, Electric Utilities	Total	4,049,509
2019	1	CO	Electric Generators, Electric Utilities	Coal	2,588,663
2019	1	CO	Electric Generators, Electric Utilities	Pumped Storage	-19,712
2019	1	CO	Electric Generators, Electric Utilities	Hydroelectric Conventional	118,781
2019	1	CO	Electric Generators, Electric Utilities	Natural Gas	1,174,280
2019	1	CO	Electric Generators, Electric Utilities	Other	-33
2019	1	CO	Electric Generators, Electric Utilities	Petroleum	1,137
2019	1	CO	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	273
2019	1	CO	Electric Generators, Electric Utilities	Wind	186,121
2019	1	CT	Total Electric Power Industry	Total	3,452,993
2019	1	CT	Total Electric Power Industry	Coal	47,373
2019	1	CT	Total Electric Power Industry	Pumped Storage	9,774
2019	1	CT	Total Electric Power Industry	Hydroelectric Conventional	54,916
2019	1	CT	Total Electric Power Industry	Natural Gas	1,663,292
2019	1	CT	Total Electric Power Industry	Nuclear	1,556,867
2019	1	CT	Total Electric Power Industry	Other	35,251
2019	1	CT	Total Electric Power Industry	Petroleum	17,510
2019	1	CT	Total Electric Power Industry	Solar Thermal and Photovoltaic	9,455
2019	1	CT	Total Electric Power Industry	Other Biomass	29,481
2019	1	CT	Total Electric Power Industry	Wind	1,136
2019	1	CT	Total Electric Power Industry	Wood and Wood Derived Fuels	27,938
2019	1	CT	Combined Heat and Power, Industrial Power	Total	51,499
2019	1	CT	Combined Heat and Power, Industrial Power	Natural Gas	51,364
2019	1	CT	Combined Heat and Power, Industrial Power	Petroleum	129
2019	1	CT	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	7
2019	1	CT	Combined Heat and Power, Commercial Power	Total	36,767
2019	1	CT	Combined Heat and Power, Commercial Power	Natural Gas	34,460
2019	1	CT	Combined Heat and Power, Commercial Power	Petroleum	1,863
2019	1	CT	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	443
2019	1	CT	Combined Heat and Power, Electric Power	Total	10,993
2019	1	CT	Combined Heat and Power, Electric Power	Natural Gas	10,993
2019	1	CT	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	CT	Electric Generators, Independent Power Producers	Total	3,344,580
2019	1	CT	Electric Generators, Independent Power Producers	Coal	47,373
2019	1	CT	Electric Generators, Independent Power Producers	Pumped Storage	9,774
2019	1	CT	Electric Generators, Independent Power Producers	Hydroelectric Conventional	49,393
2019	1	CT	Electric Generators, Independent Power Producers	Natural Gas	1,563,417
2019	1	CT	Electric Generators, Independent Power Producers	Nuclear	1,556,867
2019	1	CT	Electric Generators, Independent Power Producers	Other	35,251
2019	1	CT	Electric Generators, Independent Power Producers	Petroleum	15,122
2019	1	CT	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	8,829
2019	1	CT	Electric Generators, Independent Power Producers	Other Biomass	29,481
2019	1	CT	Electric Generators, Independent Power Producers	Wind	1,136
2019	1	CT	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	27,938
2019	1	CT	Electric Generators, Electric Utilities	Total	9,154
2019	1	CT	Electric Generators, Electric Utilities	Hydroelectric Conventional	5,523
2019	1	CT	Electric Generators, Electric Utilities	Natural Gas	3,058
2019	1	CT	Electric Generators, Electric Utilities	Petroleum	396
2019	1	CT	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	177
2019	1	CT	Electric Generators, Electric Utilities	Other Biomass	0
2019	1	DC	Total Electric Power Industry	Total	9,119
2019	1	DC	Total Electric Power Industry	Natural Gas	3,847
2019	1	DC	Total Electric Power Industry	Petroleum	0
2019	1	DC	Total Electric Power Industry	Solar Thermal and Photovoltaic	675
2019	1	DC	Total Electric Power Industry	Other Biomass	4,597
2019	1	DC	Combined Heat and Power, Commercial Power	Total	8,444
2019	1	DC	Combined Heat and Power, Commercial Power	Natural Gas	3,847
2019	1	DC	Combined Heat and Power, Commercial Power	Petroleum	0
2019	1	DC	Combined Heat and Power, Commercial Power	Other Biomass	4,597
2019	1	DC	Electric Generators, Independent Power Producers	Total	675
2019	1	DC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	675
2019	1	DE	Total Electric Power Industry	Total	284,991
2019	1	DE	Total Electric Power Industry	Coal	28,692
2019	1	DE	Total Electric Power Industry	Natural Gas	221,604
2019	1	DE	Total Electric Power Industry	Other Gases	13,015
2019	1	DE	Total Electric Power Industry	Petroleum	13,828
2019	1	DE	Total Electric Power Industry	Solar Thermal and Photovoltaic	2,854
2019	1	DE	Total Electric Power Industry	Other Biomass	4,377
2019	1	DE	Total Electric Power Industry	Wind	619
2019	1	DE	Combined Heat and Power, Industrial Power	Total	87,570
2019	1	DE	Combined Heat and Power, Industrial Power	Natural Gas	73,568
2019	1	DE	Combined Heat and Power, Industrial Power	Other Gases	13,015
2019	1	DE	Combined Heat and Power, Industrial Power	Petroleum	0
2019	1	DE	Combined Heat and Power, Industrial Power	Other Biomass	987
2019	1	DE	Combined Heat and Power, Commercial Power	Total	619
2019	1	DE	Combined Heat and Power, Commercial Power	Wind	619
2019	1	DE	Combined Heat and Power, Electric Power	Total	532
2019	1	DE	Combined Heat and Power, Electric Power	Coal	0
2019	1	DE	Combined Heat and Power, Electric Power	Natural Gas	256
2019	1	DE	Combined Heat and Power, Electric Power	Petroleum	276
2019	1	DE	Electric Generators, Independent Power Producers	Total	195,690
2019	1	DE	Electric Generators, Independent Power Producers	Coal	28,692
2019	1	DE	Electric Generators, Independent Power Producers	Natural Gas	147,721
2019	1	DE	Electric Generators, Independent Power Producers	Petroleum	13,367
2019	1	DE	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	2,519
2019	1	DE	Electric Generators, Independent Power Producers	Other Biomass	3,390
2019	1	DE	Electric Generators, Electric Utilities	Total	580
2019	1	DE	Electric Generators, Electric Utilities	Natural Gas	59
2019	1	DE	Electric Generators, Electric Utilities	Petroleum	185
2019	1	DE	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	336
2019	1	FL	Total Electric Power Industry	Total	18,356,896
2019	1	FL	Total Electric Power Industry	Coal	1,990,773
2019	1	FL	Total Electric Power Industry	Hydroelectric Conventional	23,279
2019	1	FL	Total Electric Power Industry	Natural Gas	12,470,872
2019	1	FL	Total Electric Power Industry	Nuclear	2,784,885
2019	1	FL	Total Electric Power Industry	Other Gases	18
2019	1	FL	Total Electric Power Industry	Other	296,511
2019	1	FL	Total Electric Power Industry	Petroleum	150,064
2019	1	FL	Total Electric Power Industry	Solar Thermal and Photovoltaic	234,959
2019	1	FL	Total Electric Power Industry	Other Biomass	196,302
2019	1	FL	Total Electric Power Industry	Wood and Wood Derived Fuels	209,234
2019	1	FL	Combined Heat and Power, Industrial Power	Total	427,139
2019	1	FL	Combined Heat and Power, Industrial Power	Coal	5,206
2019	1	FL	Combined Heat and Power, Industrial Power	Natural Gas	138,815
2019	1	FL	Combined Heat and Power, Industrial Power	Other Gases	18
2019	1	FL	Combined Heat and Power, Industrial Power	Other	141,993
2019	1	FL	Combined Heat and Power, Industrial Power	Petroleum	1,268
2019	1	FL	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	153
2019	1	FL	Combined Heat and Power, Industrial Power	Other Biomass	24,369
2019	1	FL	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	115,316
2019	1	FL	Combined Heat and Power, Commercial Power	Total	6,553
2019	1	FL	Combined Heat and Power, Commercial Power	Natural Gas	1,799
2019	1	FL	Combined Heat and Power, Commercial Power	Petroleum	0
2019	1	FL	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	647
2019	1	FL	Combined Heat and Power, Commercial Power	Other Biomass	4,108
2019	1	FL	Combined Heat and Power, Electric Power	Total	163,025
2019	1	FL	Combined Heat and Power, Electric Power	Natural Gas	156,728
2019	1	FL	Combined Heat and Power, Electric Power	Petroleum	0
2019	1	FL	Combined Heat and Power, Electric Power	Other Biomass	6,297
2019	1	FL	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2019	1	FL	Electric Generators, Independent Power Producers	Total	521,894
2019	1	FL	Electric Generators, Independent Power Producers	Natural Gas	153,672
2019	1	FL	Electric Generators, Independent Power Producers	Other	154,614
2019	1	FL	Electric Generators, Independent Power Producers	Petroleum	182
2019	1	FL	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	30,705
2019	1	FL	Electric Generators, Independent Power Producers	Other Biomass	155,115
2019	1	FL	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	27,606
2019	1	FL	Electric Generators, Electric Utilities	Total	17,238,285
2019	1	FL	Electric Generators, Electric Utilities	Coal	1,985,567
2019	1	FL	Electric Generators, Electric Utilities	Hydroelectric Conventional	23,279
2019	1	FL	Electric Generators, Electric Utilities	Natural Gas	12,019,858
2019	1	FL	Electric Generators, Electric Utilities	Nuclear	2,784,885
2019	1	FL	Electric Generators, Electric Utilities	Other	-96
2019	1	FL	Electric Generators, Electric Utilities	Petroleum	148,613
2019	1	FL	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	203,454
2019	1	FL	Electric Generators, Electric Utilities	Other Biomass	6,414
2019	1	FL	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	66,312
2019	1	GA	Total Electric Power Industry	Total	10,446,410
2019	1	GA	Total Electric Power Industry	Coal	2,005,648
2019	1	GA	Total Electric Power Industry	Pumped Storage	41,235
2019	1	GA	Total Electric Power Industry	Hydroelectric Conventional	460,157
2019	1	GA	Total Electric Power Industry	Natural Gas	4,305,178
2019	1	GA	Total Electric Power Industry	Nuclear	3,063,076
2019	1	GA	Total Electric Power Industry	Other	8,225
2019	1	GA	Total Electric Power Industry	Petroleum	36,169
2019	1	GA	Total Electric Power Industry	Solar Thermal and Photovoltaic	111,604
2019	1	GA	Total Electric Power Industry	Other Biomass	27,094
2019	1	GA	Total Electric Power Industry	Wood and Wood Derived Fuels	388,024
2019	1	GA	Combined Heat and Power, Industrial Power	Total	449,302
2019	1	GA	Combined Heat and Power, Industrial Power	Coal	19,252
2019	1	GA	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	602
2019	1	GA	Combined Heat and Power, Industrial Power	Natural Gas	52,717
2019	1	GA	Combined Heat and Power, Industrial Power	Other	8,225
2019	1	GA	Combined Heat and Power, Industrial Power	Petroleum	25,408
2019	1	GA	Combined Heat and Power, Industrial Power	Other Biomass	2,735
2019	1	GA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	340,364
2019	1	GA	Combined Heat and Power, Commercial Power	Total	247
2019	1	GA	Combined Heat and Power, Commercial Power	Natural Gas	0
2019	1	GA	Combined Heat and Power, Commercial Power	Petroleum	109
2019	1	GA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	138
2019	1	GA	Combined Heat and Power, Commercial Power	Other Biomass	0
2019	1	GA	Combined Heat and Power, Electric Power	Total	7,701
2019	1	GA	Combined Heat and Power, Electric Power	Natural Gas	6,967
2019	1	GA	Combined Heat and Power, Electric Power	Petroleum	166
2019	1	GA	Combined Heat and Power, Electric Power	Other Biomass	568
2019	1	GA	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
