YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2019	4	OH	Combined Heat and Power, Commercial Power	Petroleum	1
2019	4	OH	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	539
2019	4	OH	Combined Heat and Power, Commercial Power	Other Biomass	660
2019	4	OH	Combined Heat and Power, Commercial Power	Wind	343
2019	4	OH	Combined Heat and Power, Electric Power	Total	64,996
2019	4	OH	Combined Heat and Power, Electric Power	Coal	0
2019	4	OH	Combined Heat and Power, Electric Power	Natural Gas	17,079
2019	4	OH	Combined Heat and Power, Electric Power	Other Gases	45,744
2019	4	OH	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	2,173
2019	4	OH	Electric Generators, Independent Power Producers	Total	7,279,362
2019	4	OH	Electric Generators, Independent Power Producers	Coal	2,415,056
2019	4	OH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2,839
2019	4	OH	Electric Generators, Independent Power Producers	Natural Gas	3,188,541
2019	4	OH	Electric Generators, Independent Power Producers	Nuclear	1,328,498
2019	4	OH	Electric Generators, Independent Power Producers	Other	0
2019	4	OH	Electric Generators, Independent Power Producers	Petroleum	95,099
2019	4	OH	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	12,476
2019	4	OH	Electric Generators, Independent Power Producers	Other Biomass	35,403
2019	4	OH	Electric Generators, Independent Power Producers	Wind	201,449
2019	4	OH	Electric Generators, Electric Utilities	Total	807,581
2019	4	OH	Electric Generators, Electric Utilities	Coal	170,127
2019	4	OH	Electric Generators, Electric Utilities	Hydroelectric Conventional	21,629
2019	4	OH	Electric Generators, Electric Utilities	Natural Gas	611,476
2019	4	OH	Electric Generators, Electric Utilities	Other	-104
2019	4	OH	Electric Generators, Electric Utilities	Petroleum	2,293
2019	4	OH	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	666
2019	4	OH	Electric Generators, Electric Utilities	Other Biomass	0
2019	4	OH	Electric Generators, Electric Utilities	Wind	1,493
2019	4	OK	Total Electric Power Industry	Total	6,082,728
2019	4	OK	Total Electric Power Industry	Coal	476,112
2019	4	OK	Total Electric Power Industry	Pumped Storage	-6,280
2019	4	OK	Total Electric Power Industry	Hydroelectric Conventional	176,757
2019	4	OK	Total Electric Power Industry	Natural Gas	2,652,464
2019	4	OK	Total Electric Power Industry	Other	832
2019	4	OK	Total Electric Power Industry	Petroleum	1,337
2019	4	OK	Total Electric Power Industry	Solar Thermal and Photovoltaic	5,880
2019	4	OK	Total Electric Power Industry	Other Biomass	4,891
2019	4	OK	Total Electric Power Industry	Wind	2,757,568
2019	4	OK	Total Electric Power Industry	Wood and Wood Derived Fuels	13,167
2019	4	OK	Combined Heat and Power, Industrial Power	Total	44,083
2019	4	OK	Combined Heat and Power, Industrial Power	Coal	3,674
2019	4	OK	Combined Heat and Power, Industrial Power	Natural Gas	22,781
2019	4	OK	Combined Heat and Power, Industrial Power	Other	832
2019	4	OK	Combined Heat and Power, Industrial Power	Petroleum	230
2019	4	OK	Combined Heat and Power, Industrial Power	Other Biomass	3,399
2019	4	OK	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	13,167
2019	4	OK	Combined Heat and Power, Commercial Power	Total	0
2019	4	OK	Combined Heat and Power, Commercial Power	Natural Gas	0
2019	4	OK	Combined Heat and Power, Commercial Power	Petroleum	0
2019	4	OK	Combined Heat and Power, Electric Power	Total	16,768
2019	4	OK	Combined Heat and Power, Electric Power	Coal	0
2019	4	OK	Combined Heat and Power, Electric Power	Natural Gas	16,768
2019	4	OK	Combined Heat and Power, Electric Power	Other	0
2019	4	OK	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2019	4	OK	Electric Generators, Independent Power Producers	Total	3,437,165
2019	4	OK	Electric Generators, Independent Power Producers	Natural Gas	813,868
2019	4	OK	Electric Generators, Independent Power Producers	Other Biomass	1,492
2019	4	OK	Electric Generators, Independent Power Producers	Wind	2,621,805
2019	4	OK	Electric Generators, Electric Utilities	Total	2,584,713
2019	4	OK	Electric Generators, Electric Utilities	Coal	472,438
2019	4	OK	Electric Generators, Electric Utilities	Pumped Storage	-6,280
2019	4	OK	Electric Generators, Electric Utilities	Hydroelectric Conventional	176,757
2019	4	OK	Electric Generators, Electric Utilities	Natural Gas	1,799,047
2019	4	OK	Electric Generators, Electric Utilities	Petroleum	1,107
2019	4	OK	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	5,880
2019	4	OK	Electric Generators, Electric Utilities	Wind	135,764
2019	4	OR	Total Electric Power Industry	Total	5,029,705
2019	4	OR	Total Electric Power Industry	Coal	0
2019	4	OR	Total Electric Power Industry	Geothermal	10,844
2019	4	OR	Total Electric Power Industry	Hydroelectric Conventional	2,899,622
2019	4	OR	Total Electric Power Industry	Natural Gas	1,201,222
2019	4	OR	Total Electric Power Industry	Other	3,610
2019	4	OR	Total Electric Power Industry	Petroleum	0
2019	4	OR	Total Electric Power Industry	Solar Thermal and Photovoltaic	62,998
2019	4	OR	Total Electric Power Industry	Other Biomass	27,563
2019	4	OR	Total Electric Power Industry	Wind	766,810
2019	4	OR	Total Electric Power Industry	Wood and Wood Derived Fuels	57,035
2019	4	OR	Combined Heat and Power, Industrial Power	Total	54,872
2019	4	OR	Combined Heat and Power, Industrial Power	Natural Gas	6,336
2019	4	OR	Combined Heat and Power, Industrial Power	Petroleum	0
2019	4	OR	Combined Heat and Power, Industrial Power	Other Biomass	1,739
2019	4	OR	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	46,796
2019	4	OR	Combined Heat and Power, Commercial Power	Total	6,287
2019	4	OR	Combined Heat and Power, Commercial Power	Natural Gas	3,926
2019	4	OR	Combined Heat and Power, Commercial Power	Petroleum	0
2019	4	OR	Combined Heat and Power, Commercial Power	Other Biomass	2,361
2019	4	OR	Combined Heat and Power, Electric Power	Total	300,059
2019	4	OR	Combined Heat and Power, Electric Power	Natural Gas	297,338
2019	4	OR	Combined Heat and Power, Electric Power	Other Biomass	2,721
2019	4	OR	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2019	4	OR	Electric Generators, Independent Power Producers	Total	1,021,004
2019	4	OR	Electric Generators, Independent Power Producers	Geothermal	10,844
2019	4	OR	Electric Generators, Independent Power Producers	Hydroelectric Conventional	19,070
2019	4	OR	Electric Generators, Independent Power Producers	Natural Gas	248,372
2019	4	OR	Electric Generators, Independent Power Producers	Other	3,656
2019	4	OR	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	62,430
2019	4	OR	Electric Generators, Independent Power Producers	Other Biomass	16,529
2019	4	OR	Electric Generators, Independent Power Producers	Wind	649,864
2019	4	OR	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	10,239
2019	4	OR	Electric Generators, Electric Utilities	Total	3,647,483
2019	4	OR	Electric Generators, Electric Utilities	Coal	0
2019	4	OR	Electric Generators, Electric Utilities	Geothermal	0
2019	4	OR	Electric Generators, Electric Utilities	Hydroelectric Conventional	2,880,552
2019	4	OR	Electric Generators, Electric Utilities	Natural Gas	645,250
2019	4	OR	Electric Generators, Electric Utilities	Other	-46
2019	4	OR	Electric Generators, Electric Utilities	Petroleum	0
2019	4	OR	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	568
2019	4	OR	Electric Generators, Electric Utilities	Other Biomass	4,212
2019	4	OR	Electric Generators, Electric Utilities	Wind	116,946
2019	4	PA	Total Electric Power Industry	Total	15,671,850
2019	4	PA	Total Electric Power Industry	Coal	3,229,937
2019	4	PA	Total Electric Power Industry	Pumped Storage	-37,066
2019	4	PA	Total Electric Power Industry	Hydroelectric Conventional	349,216
2019	4	PA	Total Electric Power Industry	Natural Gas	5,262,753
2019	4	PA	Total Electric Power Industry	Nuclear	6,162,287
2019	4	PA	Total Electric Power Industry	Other Gases	42,452
2019	4	PA	Total Electric Power Industry	Other	76,826
2019	4	PA	Total Electric Power Industry	Petroleum	19,950
2019	4	PA	Total Electric Power Industry	Solar Thermal and Photovoltaic	7,837
2019	4	PA	Total Electric Power Industry	Other Biomass	138,759
2019	4	PA	Total Electric Power Industry	Wind	383,730
2019	4	PA	Total Electric Power Industry	Wood and Wood Derived Fuels	35,168
2019	4	PA	Combined Heat and Power, Industrial Power	Total	195,607
2019	4	PA	Combined Heat and Power, Industrial Power	Coal	11,554
2019	4	PA	Combined Heat and Power, Industrial Power	Natural Gas	96,350
2019	4	PA	Combined Heat and Power, Industrial Power	Other Gases	42,452
2019	4	PA	Combined Heat and Power, Industrial Power	Petroleum	4,695
2019	4	PA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	651
2019	4	PA	Combined Heat and Power, Industrial Power	Other Biomass	4,736
2019	4	PA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	35,168
2019	4	PA	Combined Heat and Power, Commercial Power	Total	32,903
2019	4	PA	Combined Heat and Power, Commercial Power	Coal	0
2019	4	PA	Combined Heat and Power, Commercial Power	Natural Gas	10,248
2019	4	PA	Combined Heat and Power, Commercial Power	Other	9,939
2019	4	PA	Combined Heat and Power, Commercial Power	Petroleum	225
2019	4	PA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	434
2019	4	PA	Combined Heat and Power, Commercial Power	Other Biomass	12,056
2019	4	PA	Combined Heat and Power, Electric Power	Total	277,654
2019	4	PA	Combined Heat and Power, Electric Power	Coal	203,056
2019	4	PA	Combined Heat and Power, Electric Power	Natural Gas	64,401
2019	4	PA	Combined Heat and Power, Electric Power	Other Gases	0
2019	4	PA	Combined Heat and Power, Electric Power	Other	4,275
2019	4	PA	Combined Heat and Power, Electric Power	Petroleum	1,513
2019	4	PA	Combined Heat and Power, Electric Power	Other Biomass	4,409
2019	4	PA	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2019	4	PA	Electric Generators, Independent Power Producers	Total	15,153,242
2019	4	PA	Electric Generators, Independent Power Producers	Coal	3,015,327
2019	4	PA	Electric Generators, Independent Power Producers	Pumped Storage	-37,066
2019	4	PA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	336,809
2019	4	PA	Electric Generators, Independent Power Producers	Natural Gas	5,091,718
2019	4	PA	Electric Generators, Independent Power Producers	Nuclear	6,162,287
2019	4	PA	Electric Generators, Independent Power Producers	Other Gases	0
2019	4	PA	Electric Generators, Independent Power Producers	Other	62,612
2019	4	PA	Electric Generators, Independent Power Producers	Petroleum	13,514
2019	4	PA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	6,751
2019	4	PA	Electric Generators, Independent Power Producers	Other Biomass	117,559
2019	4	PA	Electric Generators, Independent Power Producers	Wind	383,730
2019	4	PA	Electric Generators, Electric Utilities	Total	12,444
2019	4	PA	Electric Generators, Electric Utilities	Coal	0
2019	4	PA	Electric Generators, Electric Utilities	Hydroelectric Conventional	12,407
2019	4	PA	Electric Generators, Electric Utilities	Natural Gas	35
2019	4	PA	Electric Generators, Electric Utilities	Petroleum	2
2019	4	RI	Total Electric Power Industry	Total	538,338
2019	4	RI	Total Electric Power Industry	Coal	0
2019	4	RI	Total Electric Power Industry	Hydroelectric Conventional	422
2019	4	RI	Total Electric Power Industry	Natural Gas	493,963
2019	4	RI	Total Electric Power Industry	Petroleum	1,078
2019	4	RI	Total Electric Power Industry	Solar Thermal and Photovoltaic	5,863
2019	4	RI	Total Electric Power Industry	Other Biomass	14,295
2019	4	RI	Total Electric Power Industry	Wind	22,718
2019	4	RI	Combined Heat and Power, Industrial Power	Total	8,666
2019	4	RI	Combined Heat and Power, Industrial Power	Natural Gas	8,665
2019	4	RI	Combined Heat and Power, Industrial Power	Petroleum	1
2019	4	RI	Combined Heat and Power, Commercial Power	Total	4,211
2019	4	RI	Combined Heat and Power, Commercial Power	Natural Gas	3,370
2019	4	RI	Combined Heat and Power, Commercial Power	Petroleum	2
2019	4	RI	Combined Heat and Power, Commercial Power	Wind	839
2019	4	RI	Electric Generators, Independent Power Producers	Total	525,452
2019	4	RI	Electric Generators, Independent Power Producers	Coal	0
2019	4	RI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	422
2019	4	RI	Electric Generators, Independent Power Producers	Natural Gas	481,928
2019	4	RI	Electric Generators, Independent Power Producers	Petroleum	1,065
2019	4	RI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	5,863
2019	4	RI	Electric Generators, Independent Power Producers	Other Biomass	14,295
2019	4	RI	Electric Generators, Independent Power Producers	Wind	21,879
2019	4	RI	Electric Generators, Electric Utilities	Total	9
2019	4	RI	Electric Generators, Electric Utilities	Petroleum	9
2019	4	SC	Total Electric Power Industry	Total	7,828,454
2019	4	SC	Total Electric Power Industry	Coal	887,810
2019	4	SC	Total Electric Power Industry	Pumped Storage	-26,855
2019	4	SC	Total Electric Power Industry	Hydroelectric Conventional	270,252
2019	4	SC	Total Electric Power Industry	Natural Gas	1,587,829
2019	4	SC	Total Electric Power Industry	Nuclear	4,843,669
2019	4	SC	Total Electric Power Industry	Other	2,902
2019	4	SC	Total Electric Power Industry	Petroleum	4,051
2019	4	SC	Total Electric Power Industry	Solar Thermal and Photovoltaic	66,623
2019	4	SC	Total Electric Power Industry	Other Biomass	11,187
2019	4	SC	Total Electric Power Industry	Wood and Wood Derived Fuels	180,986
2019	4	SC	Combined Heat and Power, Industrial Power	Total	147,544
2019	4	SC	Combined Heat and Power, Industrial Power	Coal	93
2019	4	SC	Combined Heat and Power, Industrial Power	Natural Gas	10,940
2019	4	SC	Combined Heat and Power, Industrial Power	Other	2,665
2019	4	SC	Combined Heat and Power, Industrial Power	Petroleum	643
2019	4	SC	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	422
2019	4	SC	Combined Heat and Power, Industrial Power	Other Biomass	3,607
2019	4	SC	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	129,175
2019	4	SC	Combined Heat and Power, Commercial Power	Total	371
2019	4	SC	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	366
2019	4	SC	Combined Heat and Power, Commercial Power	Natural Gas	0
2019	4	SC	Combined Heat and Power, Commercial Power	Petroleum	5
2019	4	SC	Combined Heat and Power, Electric Power	Total	28,768
2019	4	SC	Combined Heat and Power, Electric Power	Natural Gas	26,952
2019	4	SC	Combined Heat and Power, Electric Power	Other	238
2019	4	SC	Combined Heat and Power, Electric Power	Petroleum	8
2019	4	SC	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	1,570
2019	4	SC	Electric Generators, Independent Power Producers	Total	158,368
2019	4	SC	Electric Generators, Independent Power Producers	Hydroelectric Conventional	5,974
2019	4	SC	Electric Generators, Independent Power Producers	Natural Gas	64,288
2019	4	SC	Electric Generators, Independent Power Producers	Other	0
2019	4	SC	Electric Generators, Independent Power Producers	Petroleum	0
2019	4	SC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	65,632
2019	4	SC	Electric Generators, Independent Power Producers	Other Biomass	816
2019	4	SC	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	21,658
2019	4	SC	Electric Generators, Electric Utilities	Total	7,493,402
2019	4	SC	Electric Generators, Electric Utilities	Coal	887,718
2019	4	SC	Electric Generators, Electric Utilities	Pumped Storage	-26,855
2019	4	SC	Electric Generators, Electric Utilities	Hydroelectric Conventional	263,912
2019	4	SC	Electric Generators, Electric Utilities	Natural Gas	1,485,649
2019	4	SC	Electric Generators, Electric Utilities	Nuclear	4,843,669
2019	4	SC	Electric Generators, Electric Utilities	Petroleum	3,395
2019	4	SC	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	569
2019	4	SC	Electric Generators, Electric Utilities	Other Biomass	6,764
2019	4	SC	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	28,583
2019	4	SD	Total Electric Power Industry	Total	1,078,031
2019	4	SD	Total Electric Power Industry	Coal	223,481
2019	4	SD	Total Electric Power Industry	Hydroelectric Conventional	492,427
2019	4	SD	Total Electric Power Industry	Natural Gas	70,200
2019	4	SD	Total Electric Power Industry	Other	0
2019	4	SD	Total Electric Power Industry	Petroleum	578
2019	4	SD	Total Electric Power Industry	Solar Thermal and Photovoltaic	171
2019	4	SD	Total Electric Power Industry	Other Biomass	0
2019	4	SD	Total Electric Power Industry	Wind	291,174
2019	4	SD	Combined Heat and Power, Commercial Power	Total	1
2019	4	SD	Combined Heat and Power, Commercial Power	Petroleum	1
2019	4	SD	Electric Generators, Independent Power Producers	Total	207,954
2019	4	SD	Electric Generators, Independent Power Producers	Other	0
2019	4	SD	Electric Generators, Independent Power Producers	Petroleum	0
2019	4	SD	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	171
2019	4	SD	Electric Generators, Independent Power Producers	Wind	207,783
2019	4	SD	Electric Generators, Electric Utilities	Total	870,075
2019	4	SD	Electric Generators, Electric Utilities	Coal	223,481
2019	4	SD	Electric Generators, Electric Utilities	Hydroelectric Conventional	492,427
2019	4	SD	Electric Generators, Electric Utilities	Natural Gas	70,200
2019	4	SD	Electric Generators, Electric Utilities	Petroleum	577
2019	4	SD	Electric Generators, Electric Utilities	Other Biomass	0
2019	4	SD	Electric Generators, Electric Utilities	Wind	83,391
2019	4	TN	Total Electric Power Industry	Total	5,636,644
2019	4	TN	Total Electric Power Industry	Coal	1,325,811
2019	4	TN	Total Electric Power Industry	Pumped Storage	-31,388
2019	4	TN	Total Electric Power Industry	Hydroelectric Conventional	846,736
2019	4	TN	Total Electric Power Industry	Natural Gas	632,184
2019	4	TN	Total Electric Power Industry	Nuclear	2,730,640
2019	4	TN	Total Electric Power Industry	Other Gases	889
2019	4	TN	Total Electric Power Industry	Other	688
2019	4	TN	Total Electric Power Industry	Petroleum	7,752
2019	4	TN	Total Electric Power Industry	Solar Thermal and Photovoltaic	31,938
2019	4	TN	Total Electric Power Industry	Other Biomass	6,214
2019	4	TN	Total Electric Power Industry	Wind	5,529
2019	4	TN	Total Electric Power Industry	Wood and Wood Derived Fuels	79,652
2019	4	TN	Combined Heat and Power, Industrial Power	Total	180,699
2019	4	TN	Combined Heat and Power, Industrial Power	Coal	39,743
2019	4	TN	Combined Heat and Power, Industrial Power	Natural Gas	58,212
2019	4	TN	Combined Heat and Power, Industrial Power	Other Gases	889
2019	4	TN	Combined Heat and Power, Industrial Power	Other	688
2019	4	TN	Combined Heat and Power, Industrial Power	Petroleum	143
2019	4	TN	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	579
2019	4	TN	Combined Heat and Power, Industrial Power	Other Biomass	793
2019	4	TN	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	79,652
2019	4	TN	Combined Heat and Power, Commercial Power	Total	15,319
2019	4	TN	Combined Heat and Power, Commercial Power	Coal	0
2019	4	TN	Combined Heat and Power, Commercial Power	Natural Gas	14,945
2019	4	TN	Combined Heat and Power, Commercial Power	Petroleum	0
2019	4	TN	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	373
2019	4	TN	Electric Generators, Independent Power Producers	Total	42,919
2019	4	TN	Electric Generators, Independent Power Producers	Natural Gas	1,294
2019	4	TN	Electric Generators, Independent Power Producers	Petroleum	27
2019	4	TN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	30,648
2019	4	TN	Electric Generators, Independent Power Producers	Other Biomass	5,421
2019	4	TN	Electric Generators, Independent Power Producers	Wind	5,529
2019	4	TN	Electric Generators, Electric Utilities	Total	5,397,708
2019	4	TN	Electric Generators, Electric Utilities	Coal	1,286,068
2019	4	TN	Electric Generators, Electric Utilities	Pumped Storage	-31,388
2019	4	TN	Electric Generators, Electric Utilities	Hydroelectric Conventional	846,736
2019	4	TN	Electric Generators, Electric Utilities	Natural Gas	557,733
2019	4	TN	Electric Generators, Electric Utilities	Nuclear	2,730,640
2019	4	TN	Electric Generators, Electric Utilities	Petroleum	7,581
2019	4	TN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	337
2019	4	TN	Electric Generators, Electric Utilities	Other Biomass	0
2019	4	TN	Electric Generators, Electric Utilities	Wind	0
2019	4	TX	Total Electric Power Industry	Total	33,466,383
2019	4	TX	Total Electric Power Industry	Coal	6,027,379
2019	4	TX	Total Electric Power Industry	Hydroelectric Conventional	107,045
2019	4	TX	Total Electric Power Industry	Natural Gas	15,394,206
2019	4	TX	Total Electric Power Industry	Nuclear	3,251,240
2019	4	TX	Total Electric Power Industry	Other Gases	247,470
2019	4	TX	Total Electric Power Industry	Other	35,654
2019	4	TX	Total Electric Power Industry	Petroleum	18,840
2019	4	TX	Total Electric Power Industry	Solar Thermal and Photovoltaic	422,926
2019	4	TX	Total Electric Power Industry	Other Biomass	39,998
2019	4	TX	Total Electric Power Industry	Wind	7,860,930
2019	4	TX	Total Electric Power Industry	Wood and Wood Derived Fuels	60,696
2019	4	TX	Combined Heat and Power, Industrial Power	Total	3,429,999
2019	4	TX	Combined Heat and Power, Industrial Power	Natural Gas	3,228,229
2019	4	TX	Combined Heat and Power, Industrial Power	Other Gases	92,150
2019	4	TX	Combined Heat and Power, Industrial Power	Other	27,460
2019	4	TX	Combined Heat and Power, Industrial Power	Petroleum	11,810
2019	4	TX	Combined Heat and Power, Industrial Power	Other Biomass	8,011
2019	4	TX	Combined Heat and Power, Industrial Power	Wind	1,246
2019	4	TX	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	61,093
2019	4	TX	Combined Heat and Power, Commercial Power	Total	54,616
2019	4	TX	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	130
2019	4	TX	Combined Heat and Power, Commercial Power	Natural Gas	47,588
2019	4	TX	Combined Heat and Power, Commercial Power	Petroleum	37
2019	4	TX	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	539
2019	4	TX	Combined Heat and Power, Commercial Power	Other Biomass	1,308
2019	4	TX	Combined Heat and Power, Commercial Power	Wind	5,015
2019	4	TX	Combined Heat and Power, Electric Power	Total	3,229,567
2019	4	TX	Combined Heat and Power, Electric Power	Natural Gas	3,065,417
2019	4	TX	Combined Heat and Power, Electric Power	Other Gases	155,319
2019	4	TX	Combined Heat and Power, Electric Power	Other	8,831
2019	4	TX	Electric Generators, Independent Power Producers	Total	22,078,449
2019	4	TX	Electric Generators, Independent Power Producers	Coal	3,837,303
2019	4	TX	Electric Generators, Independent Power Producers	Hydroelectric Conventional	3,998
2019	4	TX	Electric Generators, Independent Power Producers	Natural Gas	6,704,750
2019	4	TX	Electric Generators, Independent Power Producers	Nuclear	3,251,240
2019	4	TX	Electric Generators, Independent Power Producers	Other	-637
2019	4	TX	Electric Generators, Independent Power Producers	Petroleum	2,286
2019	4	TX	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	421,599
2019	4	TX	Electric Generators, Independent Power Producers	Other Biomass	30,679
2019	4	TX	Electric Generators, Independent Power Producers	Wind	7,827,627
2019	4	TX	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	-397
2019	4	TX	Electric Generators, Electric Utilities	Total	4,673,751
2019	4	TX	Electric Generators, Electric Utilities	Coal	2,190,076
2019	4	TX	Electric Generators, Electric Utilities	Hydroelectric Conventional	102,917
2019	4	TX	Electric Generators, Electric Utilities	Natural Gas	2,348,222
2019	4	TX	Electric Generators, Electric Utilities	Other	0
2019	4	TX	Electric Generators, Electric Utilities	Petroleum	4,707
2019	4	TX	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	787
2019	4	TX	Electric Generators, Electric Utilities	Wind	27,042
2019	4	TX	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2019	4	US-Total	Total Electric Power Industry	Total	294,576,767
2019	4	US-Total	Total Electric Power Industry	Coal	60,007,704
2019	4	US-Total	Total Electric Power Industry	Geothermal	1,239,036
2019	4	US-Total	Total Electric Power Industry	Pumped Storage	-103,221
2019	4	US-Total	Total Electric Power Industry	Hydroelectric Conventional	25,483,404
2019	4	US-Total	Total Electric Power Industry	Natural Gas	103,005,959
2019	4	US-Total	Total Electric Power Industry	Nuclear	60,580,927
2019	4	US-Total	Total Electric Power Industry	Other Gases	1,071,032
2019	4	US-Total	Total Electric Power Industry	Other	1,020,248
2019	4	US-Total	Total Electric Power Industry	Petroleum	1,234,403
2019	4	US-Total	Total Electric Power Industry	Solar Thermal and Photovoltaic	6,835,483
2019	4	US-Total	Total Electric Power Industry	Other Biomass	1,464,037
2019	4	US-Total	Total Electric Power Industry	Wind	29,710,637
2019	4	US-Total	Total Electric Power Industry	Wood and Wood Derived Fuels	3,027,119
2019	4	US-Total	Combined Heat and Power, Industrial Power	Total	11,644,992
2019	4	US-Total	Combined Heat and Power, Industrial Power	Coal	496,800
2019	4	US-Total	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	93,520
2019	4	US-Total	Combined Heat and Power, Industrial Power	Natural Gas	7,650,207
2019	4	US-Total	Combined Heat and Power, Industrial Power	Other Gases	732,871
2019	4	US-Total	Combined Heat and Power, Industrial Power	Other	342,366
2019	4	US-Total	Combined Heat and Power, Industrial Power	Petroleum	88,383
2019	4	US-Total	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	7,316
2019	4	US-Total	Combined Heat and Power, Industrial Power	Other Biomass	71,552
2019	4	US-Total	Combined Heat and Power, Industrial Power	Wind	11,439
2019	4	US-Total	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	2,150,539
2019	4	US-Total	Combined Heat and Power, Commercial Power	Total	1,045,604
2019	4	US-Total	Combined Heat and Power, Commercial Power	Coal	20,955
2019	4	US-Total	Combined Heat and Power, Commercial Power	Geothermal	26,953
2019	4	US-Total	Combined Heat and Power, Commercial Power	Pumped Storage	0
2019	4	US-Total	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	20,562
2019	4	US-Total	Combined Heat and Power, Commercial Power	Natural Gas	643,765
2019	4	US-Total	Combined Heat and Power, Commercial Power	Other	88,329
2019	4	US-Total	Combined Heat and Power, Commercial Power	Petroleum	8,365
2019	4	US-Total	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	57,202
2019	4	US-Total	Combined Heat and Power, Commercial Power	Other Biomass	157,390
2019	4	US-Total	Combined Heat and Power, Commercial Power	Wind	18,492
2019	4	US-Total	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	3,590
2019	4	US-Total	Combined Heat and Power, Electric Power	Total	10,287,055
2019	4	US-Total	Combined Heat and Power, Electric Power	Coal	880,064
2019	4	US-Total	Combined Heat and Power, Electric Power	Natural Gas	8,562,968
2019	4	US-Total	Combined Heat and Power, Electric Power	Other Gases	338,611
2019	4	US-Total	Combined Heat and Power, Electric Power	Other	67,884
2019	4	US-Total	Combined Heat and Power, Electric Power	Petroleum	162,000
2019	4	US-Total	Combined Heat and Power, Electric Power	Solar Thermal and Photovoltaic	669
2019	4	US-Total	Combined Heat and Power, Electric Power	Other Biomass	85,109
2019	4	US-Total	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	189,751
2019	4	US-Total	Electric Generators, Independent Power Producers	Total	115,051,658
2019	4	US-Total	Electric Generators, Independent Power Producers	Coal	14,368,993
2019	4	US-Total	Electric Generators, Independent Power Producers	Geothermal	1,148,561
2019	4	US-Total	Electric Generators, Independent Power Producers	Pumped Storage	-77,528
2019	4	US-Total	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2,133,917
2019	4	US-Total	Electric Generators, Independent Power Producers	Natural Gas	35,626,126
2019	4	US-Total	Electric Generators, Independent Power Producers	Nuclear	28,517,658
2019	4	US-Total	Electric Generators, Independent Power Producers	Other Gases	0
2019	4	US-Total	Electric Generators, Independent Power Producers	Other	484,901
2019	4	US-Total	Electric Generators, Independent Power Producers	Petroleum	165,966
2019	4	US-Total	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	6,129,200
