U.S. Department of Energy, The Energy Information Administration (EIA)					
Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through December 2017					
Sources: EIA-923 Report					
					
YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	CONSUMPTION
2017	5	NV	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	NV	Electric Generators, Independent Power Producers	Coal (Short Tons)	39,742
2017	5	NV	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	2,467
2017	5	NV	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	3,435
2017	5	NV	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,210
2017	5	NV	Electric Generators, Electric Utilities	Coal (Short Tons)	1,448
2017	5	NV	Electric Generators, Electric Utilities	Natural Gas (Mcf)	12,875,043
2017	5	NV	Electric Generators, Electric Utilities	Petroleum (Barrels)	892
2017	5	NY	Total Electric Power Industry	Coal (Short Tons)	34,159
2017	5	NY	Total Electric Power Industry	Natural Gas (Mcf)	27,314,031
2017	5	NY	Total Electric Power Industry	Other Gases (Billion Btu)	0
2017	5	NY	Total Electric Power Industry	Petroleum (Barrels)	38,864
2017	5	NY	Combined Heat and Power, Industrial Power	Coal (Short Tons)	7,854
2017	5	NY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	181,536
2017	5	NY	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	0
2017	5	NY	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	2,600
2017	5	NY	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	5	NY	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	301,020
2017	5	NY	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1,072
2017	5	NY	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	4,172,040
2017	5	NY	Combined Heat and Power, Electric Power	Petroleum (Barrels)	1,199
2017	5	NY	Electric Generators, Independent Power Producers	Coal (Short Tons)	26,305
2017	5	NY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	16,826,980
2017	5	NY	Electric Generators, Independent Power Producers	Petroleum (Barrels)	8,919
2017	5	NY	Electric Generators, Electric Utilities	Coal (Short Tons)	0
2017	5	NY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	5,832,455
2017	5	NY	Electric Generators, Electric Utilities	Petroleum (Barrels)	25,074
2017	5	OH	Total Electric Power Industry	Coal (Short Tons)	2,180,556
2017	5	OH	Total Electric Power Industry	Natural Gas (Mcf)	14,581,438
2017	5	OH	Total Electric Power Industry	Other Gases (Billion Btu)	342
2017	5	OH	Total Electric Power Industry	Petroleum (Barrels)	159,125
2017	5	OH	Combined Heat and Power, Industrial Power	Coal (Short Tons)	178
2017	5	OH	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	56,110
2017	5	OH	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	114
2017	5	OH	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	204
2017	5	OH	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	5	OH	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	77,272
2017	5	OH	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	9
2017	5	OH	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	OH	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	66,008
2017	5	OH	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	228
2017	5	OH	Electric Generators, Independent Power Producers	Coal (Short Tons)	1,586,462
2017	5	OH	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	10,565,571
2017	5	OH	Electric Generators, Independent Power Producers	Petroleum (Barrels)	150,707
2017	5	OH	Electric Generators, Electric Utilities	Coal (Short Tons)	593,916
2017	5	OH	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,816,477
2017	5	OH	Electric Generators, Electric Utilities	Petroleum (Barrels)	8,205
2017	5	OK	Total Electric Power Industry	Coal (Short Tons)	631,438
2017	5	OK	Total Electric Power Industry	Natural Gas (Mcf)	18,752,925
2017	5	OK	Total Electric Power Industry	Petroleum (Barrels)	469
2017	5	OK	Combined Heat and Power, Industrial Power	Coal (Short Tons)	13,980
2017	5	OK	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	91,443
2017	5	OK	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	206
2017	5	OK	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	5	OK	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	OK	Combined Heat and Power, Electric Power	Coal (Short Tons)	79,232
2017	5	OK	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	104,089
2017	5	OK	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,188,777
2017	5	OK	Electric Generators, Electric Utilities	Coal (Short Tons)	538,226
2017	5	OK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	12,368,616
2017	5	OK	Electric Generators, Electric Utilities	Petroleum (Barrels)	263
2017	5	OR	Total Electric Power Industry	Coal (Short Tons)	0
2017	5	OR	Total Electric Power Industry	Geothermal (Billion Btu)	140
2017	5	OR	Total Electric Power Industry	Natural Gas (Mcf)	1,857,554
2017	5	OR	Total Electric Power Industry	Petroleum (Barrels)	2
2017	5	OR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	26,751
2017	5	OR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	5	OR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	17,908
2017	5	OR	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	OR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	333,104
2017	5	OR	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	137
2017	5	OR	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	24,224
2017	5	OR	Electric Generators, Electric Utilities	Coal (Short Tons)	0
2017	5	OR	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	3
2017	5	OR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,455,567
2017	5	OR	Electric Generators, Electric Utilities	Petroleum (Barrels)	2
2017	5	PA	Total Electric Power Industry	Coal (Short Tons)	1,865,318
2017	5	PA	Total Electric Power Industry	Natural Gas (Mcf)	27,684,406
2017	5	PA	Total Electric Power Industry	Other Gases (Billion Btu)	243
2017	5	PA	Total Electric Power Industry	Petroleum (Barrels)	43,743
2017	5	PA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	5,520
2017	5	PA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	474,934
2017	5	PA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	243
2017	5	PA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	6,781
2017	5	PA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	5	PA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	45,419
2017	5	PA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	590
2017	5	PA	Combined Heat and Power, Electric Power	Coal (Short Tons)	210,784
2017	5	PA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	3,790,741
2017	5	PA	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	0
2017	5	PA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	6,745
2017	5	PA	Electric Generators, Independent Power Producers	Coal (Short Tons)	1,649,014
2017	5	PA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	23,370,937
2017	5	PA	Electric Generators, Independent Power Producers	Other Gases (Billion Btu)	0
2017	5	PA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	29,596
2017	5	PA	Electric Generators, Electric Utilities	Coal (Short Tons)	0
2017	5	PA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,375
2017	5	PA	Electric Generators, Electric Utilities	Petroleum (Barrels)	31
2017	5	RI	Total Electric Power Industry	Coal (Short Tons)	0
2017	5	RI	Total Electric Power Industry	Natural Gas (Mcf)	3,305,302
2017	5	RI	Total Electric Power Industry	Petroleum (Barrels)	1,214
2017	5	RI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	19,324
2017	5	RI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	RI	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2017	5	RI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	3,285,978
2017	5	RI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,201
2017	5	RI	Electric Generators, Electric Utilities	Petroleum (Barrels)	13
2017	5	SC	Total Electric Power Industry	Coal (Short Tons)	696,741
2017	5	SC	Total Electric Power Industry	Natural Gas (Mcf)	12,387,802
2017	5	SC	Total Electric Power Industry	Petroleum (Barrels)	12,375
2017	5	SC	Combined Heat and Power, Industrial Power	Coal (Short Tons)	239
2017	5	SC	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	59,381
2017	5	SC	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	339
2017	5	SC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	5	SC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	7
2017	5	SC	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,619,642
2017	5	SC	Combined Heat and Power, Electric Power	Petroleum (Barrels)	416
2017	5	SC	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	76,198
2017	5	SC	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	5	SC	Electric Generators, Electric Utilities	Coal (Short Tons)	696,502
2017	5	SC	Electric Generators, Electric Utilities	Natural Gas (Mcf)	10,632,581
2017	5	SC	Electric Generators, Electric Utilities	Petroleum (Barrels)	11,613
2017	5	SD	Total Electric Power Industry	Coal (Short Tons)	117,208
2017	5	SD	Total Electric Power Industry	Natural Gas (Mcf)	351,588
2017	5	SD	Total Electric Power Industry	Petroleum (Barrels)	803
2017	5	SD	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	5
2017	5	SD	Electric Generators, Independent Power Producers	Petroleum (Barrels)	7
2017	5	SD	Electric Generators, Electric Utilities	Coal (Short Tons)	117,208
2017	5	SD	Electric Generators, Electric Utilities	Natural Gas (Mcf)	351,588
2017	5	SD	Electric Generators, Electric Utilities	Petroleum (Barrels)	791
2017	5	TN	Total Electric Power Industry	Coal (Short Tons)	1,200,335
2017	5	TN	Total Electric Power Industry	Natural Gas (Mcf)	3,923,237
2017	5	TN	Total Electric Power Industry	Other Gases (Billion Btu)	9
2017	5	TN	Total Electric Power Industry	Petroleum (Barrels)	19,279
2017	5	TN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	11,862
2017	5	TN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	245,009
2017	5	TN	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	9
2017	5	TN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	131
2017	5	TN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	5	TN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	69,333
2017	5	TN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	TN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	16,743
2017	5	TN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	78
2017	5	TN	Electric Generators, Electric Utilities	Coal (Short Tons)	1,188,473
2017	5	TN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,592,152
2017	5	TN	Electric Generators, Electric Utilities	Petroleum (Barrels)	19,070
2017	5	TX	Total Electric Power Industry	Coal (Short Tons)	7,769,653
2017	5	TX	Total Electric Power Industry	Natural Gas (Mcf)	116,952,716
2017	5	TX	Total Electric Power Industry	Other Gases (Billion Btu)	1,434
2017	5	TX	Total Electric Power Industry	Petroleum (Barrels)	38,518
2017	5	TX	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	17,576,028
2017	5	TX	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	841
2017	5	TX	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	20,212
2017	5	TX	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	317,702
2017	5	TX	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	135
2017	5	TX	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	18,819,854
2017	5	TX	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	593
2017	5	TX	Electric Generators, Independent Power Producers	Coal (Short Tons)	5,324,547
2017	5	TX	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	52,995,335
2017	5	TX	Electric Generators, Independent Power Producers	Petroleum (Barrels)	9,987
2017	5	TX	Electric Generators, Electric Utilities	Coal (Short Tons)	2,445,106
2017	5	TX	Electric Generators, Electric Utilities	Natural Gas (Mcf)	27,243,797
2017	5	TX	Electric Generators, Electric Utilities	Petroleum (Barrels)	8,184
2017	5	US-Total	Total Electric Power Industry	Coal (Short Tons)	50,843,219
2017	5	US-Total	Total Electric Power Industry	Geothermal (Billion Btu)	11,956
2017	5	US-Total	Total Electric Power Industry	Natural Gas (Mcf)	723,288,574
2017	5	US-Total	Total Electric Power Industry	Other Gases (Billion Btu)	6,762
2017	5	US-Total	Total Electric Power Industry	Petroleum (Barrels)	3,352,020
2017	5	US-Total	Combined Heat and Power, Industrial Power	Coal (Short Tons)	218,526
2017	5	US-Total	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	42,786,668
2017	5	US-Total	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	4,986
2017	5	US-Total	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	127,577
2017	5	US-Total	Combined Heat and Power, Commercial Power	Coal (Short Tons)	5,605
2017	5	US-Total	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	3,442,987
2017	5	US-Total	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	16,448
2017	5	US-Total	Combined Heat and Power, Electric Power	Coal (Short Tons)	518,933
2017	5	US-Total	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	57,030,401
2017	5	US-Total	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	1,689
2017	5	US-Total	Combined Heat and Power, Electric Power	Petroleum (Barrels)	236,332
2017	5	US-Total	Electric Generators, Independent Power Producers	Coal (Short Tons)	12,690,521
2017	5	US-Total	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	11,140
2017	5	US-Total	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	245,029,880
2017	5	US-Total	Electric Generators, Independent Power Producers	Other Gases (Billion Btu)	0
2017	5	US-Total	Electric Generators, Independent Power Producers	Petroleum (Barrels)	345,974
2017	5	US-Total	Electric Generators, Electric Utilities	Coal (Short Tons)	37,409,634
2017	5	US-Total	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	816
2017	5	US-Total	Electric Generators, Electric Utilities	Natural Gas (Mcf)	374,998,638
2017	5	US-Total	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	87
2017	5	US-Total	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,625,688
2017	5	UT	Total Electric Power Industry	Coal (Short Tons)	924,679
2017	5	UT	Total Electric Power Industry	Geothermal (Billion Btu)	337
2017	5	UT	Total Electric Power Industry	Natural Gas (Mcf)	2,993,299
2017	5	UT	Total Electric Power Industry	Other Gases (Billion Btu)	5
2017	5	UT	Total Electric Power Industry	Petroleum (Barrels)	8,752
2017	5	UT	Combined Heat and Power, Industrial Power	Coal (Short Tons)	2,519
2017	5	UT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	452,789
2017	5	UT	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	5
2017	5	UT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	5	UT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	27,151
2017	5	UT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	UT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	198
2017	5	UT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	UT	Electric Generators, Independent Power Producers	Coal (Short Tons)	37,063
2017	5	UT	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	142
2017	5	UT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	176,531
2017	5	UT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	5	UT	Electric Generators, Electric Utilities	Coal (Short Tons)	885,097
2017	5	UT	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	195
2017	5	UT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,336,630
2017	5	UT	Electric Generators, Electric Utilities	Petroleum (Barrels)	8,752
2017	5	VA	Total Electric Power Industry	Coal (Short Tons)	461,439
2017	5	VA	Total Electric Power Industry	Natural Gas (Mcf)	23,576,016
2017	5	VA	Total Electric Power Industry	Petroleum (Barrels)	109,374
2017	5	VA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	5,152
2017	5	VA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	410,021
2017	5	VA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	516
2017	5	VA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	243
2017	5	VA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	1,656
2017	5	VA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	9,685
2017	5	VA	Combined Heat and Power, Electric Power	Coal (Short Tons)	1,661
2017	5	VA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,111,733
2017	5	VA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	VA	Electric Generators, Independent Power Producers	Coal (Short Tons)	15,298
2017	5	VA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,831,245
2017	5	VA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	8,791
2017	5	VA	Electric Generators, Electric Utilities	Coal (Short Tons)	439,085
2017	5	VA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	14,221,361
2017	5	VA	Electric Generators, Electric Utilities	Petroleum (Barrels)	90,382
2017	5	VT	Total Electric Power Industry	Natural Gas (Mcf)	1,723
2017	5	VT	Total Electric Power Industry	Petroleum (Barrels)	2,156
2017	5	VT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	142
2017	5	VT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	11
2017	5	VT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,581
2017	5	VT	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,145
2017	5	WA	Total Electric Power Industry	Coal (Short Tons)	844
2017	5	WA	Total Electric Power Industry	Natural Gas (Mcf)	3,151,869
2017	5	WA	Total Electric Power Industry	Other Gases (Billion Btu)	144
2017	5	WA	Total Electric Power Industry	Petroleum (Barrels)	1,372
2017	5	WA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	844
2017	5	WA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	21,514
2017	5	WA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	1,022
2017	5	WA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	7,691
2017	5	WA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	21
2017	5	WA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	236,836
2017	5	WA	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	144
2017	5	WA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	WA	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2017	5	WA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,166,567
2017	5	WA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	290
2017	5	WA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,719,261
2017	5	WA	Electric Generators, Electric Utilities	Petroleum (Barrels)	39
2017	5	WI	Total Electric Power Industry	Coal (Short Tons)	1,291,091
2017	5	WI	Total Electric Power Industry	Natural Gas (Mcf)	5,256,071
2017	5	WI	Total Electric Power Industry	Petroleum (Barrels)	21,705
2017	5	WI	Combined Heat and Power, Industrial Power	Coal (Short Tons)	11,584
2017	5	WI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	119,937
2017	5	WI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	63
2017	5	WI	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	5	WI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	25,950
2017	5	WI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	WI	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	440,005
2017	5	WI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	WI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	212,054
2017	5	WI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	117
2017	5	WI	Electric Generators, Electric Utilities	Coal (Short Tons)	1,279,507
2017	5	WI	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,458,125
2017	5	WI	Electric Generators, Electric Utilities	Petroleum (Barrels)	21,525
2017	5	WV	Total Electric Power Industry	Coal (Short Tons)	2,213,912
2017	5	WV	Total Electric Power Industry	Natural Gas (Mcf)	658,075
2017	5	WV	Total Electric Power Industry	Other Gases (Billion Btu)	12
2017	5	WV	Total Electric Power Industry	Petroleum (Barrels)	19,596
2017	5	WV	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2017	5	WV	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	163,073
2017	5	WV	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	12
2017	5	WV	Combined Heat and Power, Electric Power	Coal (Short Tons)	14,950
2017	5	WV	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	961
2017	5	WV	Electric Generators, Independent Power Producers	Coal (Short Tons)	354,463
2017	5	WV	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	280,614
2017	5	WV	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	5	WV	Electric Generators, Electric Utilities	Coal (Short Tons)	1,844,499
2017	5	WV	Electric Generators, Electric Utilities	Natural Gas (Mcf)	213,427
2017	5	WV	Electric Generators, Electric Utilities	Petroleum (Barrels)	19,596
2017	5	WY	Total Electric Power Industry	Coal (Short Tons)	1,680,221
2017	5	WY	Total Electric Power Industry	Natural Gas (Mcf)	433,824
2017	5	WY	Total Electric Power Industry	Other Gases (Billion Btu)	172
2017	5	WY	Total Electric Power Industry	Petroleum (Barrels)	15,458
2017	5	WY	Combined Heat and Power, Industrial Power	Coal (Short Tons)	6,664
2017	5	WY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	379,461
2017	5	WY	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	172
2017	5	WY	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	5	WY	Electric Generators, Independent Power Producers	Coal (Short Tons)	34,097
2017	5	WY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,298
2017	5	WY	Electric Generators, Electric Utilities	Coal (Short Tons)	1,639,460
2017	5	WY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	48,065
2017	5	WY	Electric Generators, Electric Utilities	Petroleum (Barrels)	15,458
2017	6	AK	Total Electric Power Industry	Coal (Short Tons)	20,580
2017	6	AK	Total Electric Power Industry	Natural Gas (Mcf)	1,823,700
2017	6	AK	Total Electric Power Industry	Petroleum (Barrels)	120,975
2017	6	AK	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	25,415
2017	6	AK	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	5,574
2017	6	AK	Combined Heat and Power, Commercial Power	Coal (Short Tons)	3,024
2017	6	AK	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	6	AK	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	19
2017	6	AK	Combined Heat and Power, Electric Power	Coal (Short Tons)	13,215
2017	6	AK	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	6	AK	Electric Generators, Electric Utilities	Coal (Short Tons)	4,341
2017	6	AK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,798,285
2017	6	AK	Electric Generators, Electric Utilities	Petroleum (Barrels)	115,382
2017	6	AL	Total Electric Power Industry	Coal (Short Tons)	1,490,244
2017	6	AL	Total Electric Power Industry	Natural Gas (Mcf)	32,631,586
2017	6	AL	Total Electric Power Industry	Other Gases (Billion Btu)	7
2017	6	AL	Total Electric Power Industry	Petroleum (Barrels)	4,247
2017	6	AL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	1,181
2017	6	AL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	507,613
2017	6	AL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	7
2017	6	AL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	1,503
2017	6	AL	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	6	AL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	2,172,828
2017	6	AL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	19,168,957
2017	6	AL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	105
2017	6	AL	Electric Generators, Electric Utilities	Coal (Short Tons)	1,489,063
2017	6	AL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	10,782,188
2017	6	AL	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,639
2017	6	AR	Total Electric Power Industry	Coal (Short Tons)	1,324,704
2017	6	AR	Total Electric Power Industry	Natural Gas (Mcf)	13,165,052
2017	6	AR	Total Electric Power Industry	Petroleum (Barrels)	10,209
2017	6	AR	Combined Heat and Power, Industrial Power	Coal (Short Tons)	657
2017	6	AR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	94,002
2017	6	AR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	83
2017	6	AR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	11
2017	6	AR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	520,393
2017	6	AR	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	6	AR	Electric Generators, Independent Power Producers	Coal (Short Tons)	220,526
2017	6	AR	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,333,667
2017	6	AR	Electric Generators, Independent Power Producers	Petroleum (Barrels)	4,513
2017	6	AR	Electric Generators, Electric Utilities	Coal (Short Tons)	1,103,521
2017	6	AR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	5,216,979
2017	6	AR	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,613
2017	6	AZ	Total Electric Power Industry	Coal (Short Tons)	1,409,110
2017	6	AZ	Total Electric Power Industry	Natural Gas (Mcf)	27,531,489
2017	6	AZ	Total Electric Power Industry	Petroleum (Barrels)	11,561
2017	6	AZ	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	55,668
2017	6	AZ	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	4
2017	6	AZ	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	18,762
2017	6	AZ	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	6	AZ	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	10,096,471
2017	6	AZ	Electric Generators, Electric Utilities	Coal (Short Tons)	1,409,110
2017	6	AZ	Electric Generators, Electric Utilities	Natural Gas (Mcf)	17,360,588
2017	6	AZ	Electric Generators, Electric Utilities	Petroleum (Barrels)	11,557
2017	6	CA	Total Electric Power Industry	Coal (Short Tons)	5,330
2017	6	CA	Total Electric Power Industry	Geothermal (Billion Btu)	8,660
2017	6	CA	Total Electric Power Industry	Natural Gas (Mcf)	52,652,828
2017	6	CA	Total Electric Power Industry	Other Gases (Billion Btu)	672
