U.S. Department of Energy, The Energy Information Administration (EIA)					
Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through December 2017					
Sources: EIA-923 Report					
					
YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	CONSUMPTION
2017	4	PA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,553
2017	4	PA	Electric Generators, Electric Utilities	Petroleum (Barrels)	63
2017	4	RI	Total Electric Power Industry	Coal (Short Tons)	0
2017	4	RI	Total Electric Power Industry	Natural Gas (Mcf)	3,108,621
2017	4	RI	Total Electric Power Industry	Petroleum (Barrels)	2,603
2017	4	RI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	15,632
2017	4	RI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	90
2017	4	RI	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2017	4	RI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	3,092,989
2017	4	RI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,214
2017	4	RI	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,299
2017	4	SC	Total Electric Power Industry	Coal (Short Tons)	675,860
2017	4	SC	Total Electric Power Industry	Natural Gas (Mcf)	10,940,328
2017	4	SC	Total Electric Power Industry	Petroleum (Barrels)	14,744
2017	4	SC	Combined Heat and Power, Industrial Power	Coal (Short Tons)	201
2017	4	SC	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	84,063
2017	4	SC	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	979
2017	4	SC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	4	SC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	24
2017	4	SC	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	941,835
2017	4	SC	Combined Heat and Power, Electric Power	Petroleum (Barrels)	121
2017	4	SC	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	182,751
2017	4	SC	Electric Generators, Independent Power Producers	Petroleum (Barrels)	67
2017	4	SC	Electric Generators, Electric Utilities	Coal (Short Tons)	675,659
2017	4	SC	Electric Generators, Electric Utilities	Natural Gas (Mcf)	9,731,679
2017	4	SC	Electric Generators, Electric Utilities	Petroleum (Barrels)	13,553
2017	4	SD	Total Electric Power Industry	Coal (Short Tons)	53,245
2017	4	SD	Total Electric Power Industry	Natural Gas (Mcf)	303,018
2017	4	SD	Total Electric Power Industry	Petroleum (Barrels)	989
2017	4	SD	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	5
2017	4	SD	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	4	SD	Electric Generators, Electric Utilities	Coal (Short Tons)	53,245
2017	4	SD	Electric Generators, Electric Utilities	Natural Gas (Mcf)	303,018
2017	4	SD	Electric Generators, Electric Utilities	Petroleum (Barrels)	984
2017	4	TN	Total Electric Power Industry	Coal (Short Tons)	963,305
2017	4	TN	Total Electric Power Industry	Natural Gas (Mcf)	6,723,840
2017	4	TN	Total Electric Power Industry	Other Gases (Billion Btu)	6
2017	4	TN	Total Electric Power Industry	Petroleum (Barrels)	13,425
2017	4	TN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	12,678
2017	4	TN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	193,298
2017	4	TN	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	6
2017	4	TN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	31
2017	4	TN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	4	TN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	62,128
2017	4	TN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	4	TN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	15,672
2017	4	TN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	49
2017	4	TN	Electric Generators, Electric Utilities	Coal (Short Tons)	950,627
2017	4	TN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	6,452,742
2017	4	TN	Electric Generators, Electric Utilities	Petroleum (Barrels)	13,345
2017	4	TX	Total Electric Power Industry	Coal (Short Tons)	6,624,876
2017	4	TX	Total Electric Power Industry	Natural Gas (Mcf)	103,064,032
2017	4	TX	Total Electric Power Industry	Other Gases (Billion Btu)	1,351
2017	4	TX	Total Electric Power Industry	Petroleum (Barrels)	34,433
2017	4	TX	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	17,672,531
2017	4	TX	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	776
2017	4	TX	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	22,679
2017	4	TX	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	199,447
2017	4	TX	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	93
2017	4	TX	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	19,836,009
2017	4	TX	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	575
2017	4	TX	Electric Generators, Independent Power Producers	Coal (Short Tons)	4,879,765
2017	4	TX	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	42,435,877
2017	4	TX	Electric Generators, Independent Power Producers	Petroleum (Barrels)	6,003
2017	4	TX	Electric Generators, Electric Utilities	Coal (Short Tons)	1,745,111
2017	4	TX	Electric Generators, Electric Utilities	Natural Gas (Mcf)	22,920,168
2017	4	TX	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,658
2017	4	US-Total	Total Electric Power Industry	Coal (Short Tons)	44,216,034
2017	4	US-Total	Total Electric Power Industry	Geothermal (Billion Btu)	12,531
2017	4	US-Total	Total Electric Power Industry	Natural Gas (Mcf)	640,488,801
2017	4	US-Total	Total Electric Power Industry	Other Gases (Billion Btu)	6,855
2017	4	US-Total	Total Electric Power Industry	Petroleum (Barrels)	2,283,047
2017	4	US-Total	Combined Heat and Power, Industrial Power	Coal (Short Tons)	202,099
2017	4	US-Total	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	42,523,092
2017	4	US-Total	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	5,111
2017	4	US-Total	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	102,317
2017	4	US-Total	Combined Heat and Power, Commercial Power	Coal (Short Tons)	5,491
2017	4	US-Total	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	3,157,600
2017	4	US-Total	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	10,966
2017	4	US-Total	Combined Heat and Power, Electric Power	Coal (Short Tons)	489,772
2017	4	US-Total	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	56,713,368
2017	4	US-Total	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	1,528
2017	4	US-Total	Combined Heat and Power, Electric Power	Petroleum (Barrels)	232,940
2017	4	US-Total	Electric Generators, Independent Power Producers	Coal (Short Tons)	12,017,717
2017	4	US-Total	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	11,685
2017	4	US-Total	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	211,388,569
2017	4	US-Total	Electric Generators, Independent Power Producers	Other Gases (Billion Btu)	0
2017	4	US-Total	Electric Generators, Independent Power Producers	Petroleum (Barrels)	197,959
2017	4	US-Total	Electric Generators, Electric Utilities	Coal (Short Tons)	31,500,955
2017	4	US-Total	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	846
2017	4	US-Total	Electric Generators, Electric Utilities	Natural Gas (Mcf)	326,706,172
2017	4	US-Total	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	216
2017	4	US-Total	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,738,865
2017	4	UT	Total Electric Power Industry	Coal (Short Tons)	649,358
2017	4	UT	Total Electric Power Industry	Geothermal (Billion Btu)	369
2017	4	UT	Total Electric Power Industry	Natural Gas (Mcf)	2,718,743
2017	4	UT	Total Electric Power Industry	Other Gases (Billion Btu)	6
2017	4	UT	Total Electric Power Industry	Petroleum (Barrels)	8,963
2017	4	UT	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2017	4	UT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	466,372
2017	4	UT	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	6
2017	4	UT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	4	UT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	58,194
2017	4	UT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	4	UT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	24
2017	4	UT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	4	UT	Electric Generators, Independent Power Producers	Coal (Short Tons)	15,013
2017	4	UT	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	157
2017	4	UT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	152,794
2017	4	UT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	868
2017	4	UT	Electric Generators, Electric Utilities	Coal (Short Tons)	634,345
2017	4	UT	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	212
2017	4	UT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,041,359
2017	4	UT	Electric Generators, Electric Utilities	Petroleum (Barrels)	8,095
2017	4	VA	Total Electric Power Industry	Coal (Short Tons)	368,300
2017	4	VA	Total Electric Power Industry	Natural Gas (Mcf)	19,776,219
2017	4	VA	Total Electric Power Industry	Petroleum (Barrels)	31,161
2017	4	VA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	6,290
2017	4	VA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	400,986
2017	4	VA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	493
2017	4	VA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	400
2017	4	VA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	273
2017	4	VA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	2,195
2017	4	VA	Combined Heat and Power, Electric Power	Coal (Short Tons)	787
2017	4	VA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,739,494
2017	4	VA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	4	VA	Electric Generators, Independent Power Producers	Coal (Short Tons)	8,218
2017	4	VA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,737,230
2017	4	VA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	5,114
2017	4	VA	Electric Generators, Electric Utilities	Coal (Short Tons)	352,605
2017	4	VA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	11,898,236
2017	4	VA	Electric Generators, Electric Utilities	Petroleum (Barrels)	23,359
2017	4	VT	Total Electric Power Industry	Natural Gas (Mcf)	82
2017	4	VT	Total Electric Power Industry	Petroleum (Barrels)	596
2017	4	VT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	37
2017	4	VT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1
2017	4	VT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	45
2017	4	VT	Electric Generators, Electric Utilities	Petroleum (Barrels)	595
2017	4	WA	Total Electric Power Industry	Coal (Short Tons)	753
2017	4	WA	Total Electric Power Industry	Natural Gas (Mcf)	3,868,883
2017	4	WA	Total Electric Power Industry	Other Gases (Billion Btu)	121
2017	4	WA	Total Electric Power Industry	Petroleum (Barrels)	1,042
2017	4	WA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	753
2017	4	WA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	33,646
2017	4	WA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	719
2017	4	WA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	7,655
2017	4	WA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	21
2017	4	WA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	258,763
2017	4	WA	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	121
2017	4	WA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	4	WA	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2017	4	WA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,272,136
2017	4	WA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	270
2017	4	WA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,296,683
2017	4	WA	Electric Generators, Electric Utilities	Petroleum (Barrels)	32
2017	4	WI	Total Electric Power Industry	Coal (Short Tons)	1,222,597
2017	4	WI	Total Electric Power Industry	Natural Gas (Mcf)	5,323,250
2017	4	WI	Total Electric Power Industry	Petroleum (Barrels)	3,957
2017	4	WI	Combined Heat and Power, Industrial Power	Coal (Short Tons)	11,436
2017	4	WI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	129,614
2017	4	WI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	56
2017	4	WI	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2017	4	WI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	26,346
2017	4	WI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	4	WI	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	420,210
2017	4	WI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	4	WI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	354,123
2017	4	WI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	4	WI	Electric Generators, Electric Utilities	Coal (Short Tons)	1,211,161
2017	4	WI	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,392,957
2017	4	WI	Electric Generators, Electric Utilities	Petroleum (Barrels)	3,901
2017	4	WV	Total Electric Power Industry	Coal (Short Tons)	1,808,060
2017	4	WV	Total Electric Power Industry	Natural Gas (Mcf)	442,254
2017	4	WV	Total Electric Power Industry	Other Gases (Billion Btu)	8
2017	4	WV	Total Electric Power Industry	Petroleum (Barrels)	17,884
2017	4	WV	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2017	4	WV	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	114,683
2017	4	WV	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	8
2017	4	WV	Combined Heat and Power, Electric Power	Coal (Short Tons)	22,383
2017	4	WV	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	508
2017	4	WV	Electric Generators, Independent Power Producers	Coal (Short Tons)	502,053
2017	4	WV	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	283,264
2017	4	WV	Electric Generators, Independent Power Producers	Petroleum (Barrels)	181
2017	4	WV	Electric Generators, Electric Utilities	Coal (Short Tons)	1,283,624
2017	4	WV	Electric Generators, Electric Utilities	Natural Gas (Mcf)	43,799
2017	4	WV	Electric Generators, Electric Utilities	Petroleum (Barrels)	17,703
2017	4	WY	Total Electric Power Industry	Coal (Short Tons)	1,441,225
2017	4	WY	Total Electric Power Industry	Natural Gas (Mcf)	412,000
2017	4	WY	Total Electric Power Industry	Other Gases (Billion Btu)	218
2017	4	WY	Total Electric Power Industry	Petroleum (Barrels)	8,696
2017	4	WY	Combined Heat and Power, Industrial Power	Coal (Short Tons)	6,899
2017	4	WY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	357,218
2017	4	WY	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	218
2017	4	WY	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	4	WY	Electric Generators, Independent Power Producers	Coal (Short Tons)	44,819
2017	4	WY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,952
2017	4	WY	Electric Generators, Electric Utilities	Coal (Short Tons)	1,389,507
2017	4	WY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	52,830
2017	4	WY	Electric Generators, Electric Utilities	Petroleum (Barrels)	8,696
2017	5	AK	Total Electric Power Industry	Coal (Short Tons)	31,010
2017	5	AK	Total Electric Power Industry	Natural Gas (Mcf)	1,412,012
2017	5	AK	Total Electric Power Industry	Petroleum (Barrels)	105,159
2017	5	AK	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	13,243
2017	5	AK	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	4,468
2017	5	AK	Combined Heat and Power, Commercial Power	Coal (Short Tons)	2,252
2017	5	AK	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	1,263
2017	5	AK	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	426
2017	5	AK	Combined Heat and Power, Electric Power	Coal (Short Tons)	10,002
2017	5	AK	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	AK	Electric Generators, Electric Utilities	Coal (Short Tons)	18,756
2017	5	AK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,397,506
2017	5	AK	Electric Generators, Electric Utilities	Petroleum (Barrels)	100,265
2017	5	AL	Total Electric Power Industry	Coal (Short Tons)	1,311,237
2017	5	AL	Total Electric Power Industry	Natural Gas (Mcf)	30,163,982
2017	5	AL	Total Electric Power Industry	Other Gases (Billion Btu)	14
2017	5	AL	Total Electric Power Industry	Petroleum (Barrels)	6,078
2017	5	AL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	734
2017	5	AL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	513,948
2017	5	AL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	14
2017	5	AL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	1,562
2017	5	AL	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	AL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	2,451,250
2017	5	AL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	16,106,536
2017	5	AL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	260
2017	5	AL	Electric Generators, Electric Utilities	Coal (Short Tons)	1,310,503
2017	5	AL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	11,092,248
2017	5	AL	Electric Generators, Electric Utilities	Petroleum (Barrels)	4,256
2017	5	AR	Total Electric Power Industry	Coal (Short Tons)	945,313
2017	5	AR	Total Electric Power Industry	Natural Gas (Mcf)	12,776,600
2017	5	AR	Total Electric Power Industry	Petroleum (Barrels)	14,640
2017	5	AR	Combined Heat and Power, Industrial Power	Coal (Short Tons)	550
2017	5	AR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	103,283
2017	5	AR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	140
2017	5	AR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	20
2017	5	AR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	525,222
2017	5	AR	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	AR	Electric Generators, Independent Power Producers	Coal (Short Tons)	50,861
2017	5	AR	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,676,053
2017	5	AR	Electric Generators, Independent Power Producers	Petroleum (Barrels)	8,411
2017	5	AR	Electric Generators, Electric Utilities	Coal (Short Tons)	893,902
2017	5	AR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,472,022
2017	5	AR	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,089
2017	5	AZ	Total Electric Power Industry	Coal (Short Tons)	1,196,379
2017	5	AZ	Total Electric Power Industry	Natural Gas (Mcf)	19,126,462
2017	5	AZ	Total Electric Power Industry	Petroleum (Barrels)	7,038
2017	5	AZ	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	53,566
2017	5	AZ	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	8
2017	5	AZ	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	17,077
2017	5	AZ	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	AZ	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,033,675
2017	5	AZ	Electric Generators, Electric Utilities	Coal (Short Tons)	1,196,379
2017	5	AZ	Electric Generators, Electric Utilities	Natural Gas (Mcf)	13,022,144
2017	5	AZ	Electric Generators, Electric Utilities	Petroleum (Barrels)	7,030
2017	5	CA	Total Electric Power Industry	Coal (Short Tons)	3,090
2017	5	CA	Total Electric Power Industry	Geothermal (Billion Btu)	8,762
2017	5	CA	Total Electric Power Industry	Natural Gas (Mcf)	38,934,008
2017	5	CA	Total Electric Power Industry	Other Gases (Billion Btu)	807
2017	5	CA	Total Electric Power Industry	Petroleum (Barrels)	6,655
2017	5	CA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	3,090
2017	5	CA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	5,596,593
2017	5	CA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	807
2017	5	CA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	194
2017	5	CA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	971,449
2017	5	CA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	29
2017	5	CA	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	CA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	6,857,645
2017	5	CA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	CA	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	8,144
2017	5	CA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	10,689,342
2017	5	CA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,465
2017	5	CA	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	618
2017	5	CA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	14,818,979
2017	5	CA	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	0
2017	5	CA	Electric Generators, Electric Utilities	Petroleum (Barrels)	4,967
2017	5	CO	Total Electric Power Industry	Coal (Short Tons)	1,289,941
2017	5	CO	Total Electric Power Industry	Natural Gas (Mcf)	6,991,337
2017	5	CO	Total Electric Power Industry	Petroleum (Barrels)	2,225
2017	5	CO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	89
2017	5	CO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	29,159
2017	5	CO	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	3
2017	5	CO	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	5	CO	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	CO	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	CO	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	92,525
2017	5	CO	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	CO	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,178,560
2017	5	CO	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2017	5	CO	Electric Generators, Electric Utilities	Coal (Short Tons)	1,289,852
2017	5	CO	Electric Generators, Electric Utilities	Natural Gas (Mcf)	5,691,093
2017	5	CO	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,222
2017	5	CT	Total Electric Power Industry	Coal (Short Tons)	2,911
2017	5	CT	Total Electric Power Industry	Natural Gas (Mcf)	6,781,803
2017	5	CT	Total Electric Power Industry	Petroleum (Barrels)	8,946
2017	5	CT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	218,219
2017	5	CT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	5	CT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	99,561
2017	5	CT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	21
2017	5	CT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	50,342
2017	5	CT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	CT	Electric Generators, Independent Power Producers	Coal (Short Tons)	2,911
2017	5	CT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,383,574
2017	5	CT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	8,087
2017	5	CT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	30,107
2017	5	CT	Electric Generators, Electric Utilities	Petroleum (Barrels)	838
2017	5	DC	Total Electric Power Industry	Natural Gas (Mcf)	42,326
2017	5	DC	Total Electric Power Industry	Petroleum (Barrels)	0
2017	5	DC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	42,326
2017	5	DC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	DC	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	0
2017	5	DE	Total Electric Power Industry	Coal (Short Tons)	6,761
2017	5	DE	Total Electric Power Industry	Natural Gas (Mcf)	5,300,572
2017	5	DE	Total Electric Power Industry	Other Gases (Billion Btu)	149
2017	5	DE	Total Electric Power Industry	Petroleum (Barrels)	4,841
2017	5	DE	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	325,600
2017	5	DE	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	149
2017	5	DE	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2017	5	DE	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	DE	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	12,052
2017	5	DE	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	DE	Electric Generators, Independent Power Producers	Coal (Short Tons)	6,761
2017	5	DE	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	4,949,879
2017	5	DE	Electric Generators, Independent Power Producers	Petroleum (Barrels)	4,841
2017	5	DE	Electric Generators, Electric Utilities	Natural Gas (Mcf)	13,041
2017	5	DE	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2017	5	FL	Total Electric Power Industry	Coal (Short Tons)	1,454,473
2017	5	FL	Total Electric Power Industry	Natural Gas (Mcf)	110,159,234
2017	5	FL	Total Electric Power Industry	Other Gases (Billion Btu)	3
2017	5	FL	Total Electric Power Industry	Petroleum (Barrels)	157,580
2017	5	FL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	2,649
2017	5	FL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	628,316
2017	5	FL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	3
2017	5	FL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	2,094
2017	5	FL	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	16,397
2017	5	FL	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2017	5	FL	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2017	5	FL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,682,656
2017	5	FL	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2017	5	FL	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2017	5	FL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,681,676
2017	5	FL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	922
2017	5	FL	Electric Generators, Electric Utilities	Coal (Short Tons)	1,451,824
2017	5	FL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	102,150,189
2017	5	FL	Electric Generators, Electric Utilities	Petroleum (Barrels)	154,564
2017	5	GA	Total Electric Power Industry	Coal (Short Tons)	1,591,011
2017	5	GA	Total Electric Power Industry	Natural Gas (Mcf)	30,958,016
2017	5	GA	Total Electric Power Industry	Petroleum (Barrels)	42,417
2017	5	GA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	2,755
2017	5	GA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	348,152
2017	5	GA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	21,604
2017	5	GA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2017	5	GA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	221
2017	5	GA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	57,406
2017	5	GA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
